Pakelimo_iraso_ID,Konteinerio_Nr,Konteinerio_RFID,Konteinerio_talpa,Konteinerio_latitude,Konteinerio_longitude,Konteinerio_vietove,Konteinerio_gatve,Konteinerio_namas,Vezejas,Automobilis,Pakelimo_data__laikas,Svoris_kg_,Pakelimo_tasko_latitude,Pakelimo_tasko_longitude,Duomenu_pateikimo_data__laikas,Zona
267219,13-L-218619,0512021373FEDCBA00063372,5,54.668,25.1019,Grigiškių m.,Kovo 11-osios g.,55,Ekonovus,,2/2/2023 12:09:21 PM,0.1805,54.668,25.1017,2/2/2023 12:57:23 PM,Vilniaus m. BA3
267600,13-L-211572,E200001D810502691210EF26,5,54.6697,25.0903,Grigiškių m.,Kunigiškių g.,14,Ekonovus,,2/2/2023 12:41:29 PM,0.19,54.6696,25.0903,2/2/2023 1:28:37 PM,Vilniaus m. BA3
267220,13-L-221090,E2004716A4D06026E3B90108,5,54.6677,25.1015,Grigiškių m.,Kovo 11-osios g.,55A,Ekonovus,,2/2/2023 12:09:29 PM,0.1505,54.6681,25.1015,2/2/2023 12:57:23 PM,Vilniaus m. BA3
267431,13-L-210405,E200001706020279180060EF,5,54.6717,25.0945,Grigiškių m.,Vilniaus g.,51,Ekonovus,,2/2/2023 12:33:44 PM,0.1505,54.6716,25.0945,2/2/2023 1:17:00 PM,Vilniaus m. BA3
261668,13-L-313588,E20047184C906026FE35010E,1.1,54.6859,25.2601,Vilniaus m.,A. Goštauto g.,40A,Ekonovus,,2/2/2023 3:51:05 AM,0.0375,54.686,25.2606,2/2/2023 4:43:16 AM,Vilniaus m. BA5
262749,13-L-218698,0512021373FEDCBA00063293,0.24,54.6488,25.2764,Vilniaus m.,A. Gustaičio g.,17,Ekonovus,,2/2/2023 6:18:55 AM,0.0095,54.6488,25.2764,2/2/2023 6:52:25 AM,Vilniaus m. BA3
262953,13-L-215680,E200001C3619010422604414,0.24,54.6484,25.2765,Vilniaus m.,A. Gustaičio g.,17,Ekonovus,,2/2/2023 6:20:09 AM,0.009,54.6484,25.2766,2/2/2023 7:04:55 AM,Vilniaus m. BA3
262048,13-L-313606,E2004717EF806026F864010F,1.1,54.6911,25.2747,Vilniaus m.,A. Goštauto g.,4,Ekonovus,,2/2/2023 4:59:00 AM,0.0375,54.6911,25.2755,2/2/2023 5:43:26 AM,Vilniaus m. BA5
264893,13-L-202862,E20000170616017517606487,0.24,54.6668,25.2861,Vilniaus m.,A. Jaroševičiaus g.,8,Ekonovus,,2/2/2023 8:54:22 AM,0.009,54.6668,25.286,2/2/2023 9:34:26 AM,Vilniaus m. BA3
261865,13-L-313639,E2004717E1006026F77C010C,1.1,54.6914,25.288,Vilniaus m.,A. Juozapavičiaus g.,13,Ekonovus,,2/2/2023 4:22:29 AM,0.04,54.6938,25.2852,2/2/2023 5:13:19 AM,Vilniaus m. BA5
265454,13-L-214295,E200001C36180085072037BA,1.1,54.6661,25.2853,Vilniaus m.,A. Jaroševičiaus g.,12,Ekonovus,,2/2/2023 9:44:52 AM,0.042,54.6662,25.2854,2/2/2023 10:24:29 AM,Vilniaus m. BA3
261736,13-L-311593,E2004712404060269D700112,1.1,54.6932,25.2822,Vilniaus m.,A. Juozapavičiaus g.,6A,Ekonovus,,2/2/2023 4:15:53 AM,0.0355,54.6933,25.2815,2/2/2023 4:53:12 AM,Vilniaus m. BA5
262186,13-L-313787,E200471762206026EF8E010D,1.1,54.6866,25.2757,Vilniaus m.,A. Smetonos g.,7A,Ekonovus,,2/2/2023 5:14:02 AM,0.0425,54.6864,25.2756,2/2/2023 5:53:27 AM,Vilniaus m. BA5
262034,13-L-313664,E2004717F2706026F893010E,1.1,54.6909,25.2762,Vilniaus m.,A. Vienuolio g.,14,Ekonovus,,2/2/2023 4:56:16 AM,0.039,54.6909,25.2765,2/2/2023 5:43:25 AM,Vilniaus m. BA5
264470,13-L-313637,E2004717DE806026F754010C,1.1,54.679,25.2651,Vilniaus m.,A. Vivulskio g.,23,Ekonovus,,2/2/2023 8:18:32 AM,0.0405,54.679,25.2646,2/2/2023 8:54:35 AM,Vilniaus m. BA5
264471,13-L-313198,E200470839606026FD02010B,1.1,54.679,25.2651,Vilniaus m.,A. Vivulskio g.,23,Ekonovus,,2/2/2023 8:18:56 AM,0.04,54.679,25.2646,2/2/2023 8:54:35 AM,Vilniaus m. BA5
262201,13-L-313577,E200471858506026FEF1010C,1.1,54.6863,25.2761,Vilniaus m.,A. Smetonos g.,8,Ekonovus,,2/2/2023 5:17:02 AM,0.0405,54.6863,25.276,2/2/2023 5:53:28 AM,Vilniaus m. BA5
262202,13-L-300577,E2000015130B02371010B4B1,1.1,54.6863,25.276,Vilniaus m.,A. Smetonos g.,8,Ekonovus,,2/2/2023 5:17:24 AM,0.033,54.6863,25.276,2/2/2023 5:53:28 AM,Vilniaus m. BA5
262198,13-L-313601,E200471850506026FE710115,1.1,54.6863,25.276,Vilniaus m.,A. Smetonos g.,8,Ekonovus,,2/2/2023 5:16:38 AM,0.036,54.6863,25.276,2/2/2023 5:53:28 AM,Vilniaus m. BA5
267247,13-L-308789,E200001C36160143098073B7,1.1,54.6795,25.269,Vilniaus m.,A. Vivulskio g.,11,Ekonovus,,2/2/2023 12:04:05 PM,0.0375,54.68,25.2688,2/2/2023 12:57:45 PM,Vilniaus m. BA5
264571,13-L-310991,0512021373FEDCBA00036442,1.1,54.6786,25.2625,Vilniaus m.,A. Vivulskio g.,27,Ekonovus,,2/2/2023 8:20:20 AM,0.0435,54.6786,25.2624,2/2/2023 9:04:43 AM,Vilniaus m. BA5
262177,13-L-313774,E200471782606026F1920110,1.1,54.6866,25.2746,Vilniaus m.,A. Stulginskio g.,3,Ekonovus,,2/2/2023 5:11:30 AM,0.039,54.6866,25.2745,2/2/2023 5:53:26 AM,Vilniaus m. BA5
266970,13-L-300573,E2000015130B02491010B4C3,1.1,54.6762,25.2779,Vilniaus m.,Aguonų g.,14,Ekonovus,,2/2/2023 11:43:21 AM,0.037,54.6761,25.2776,2/2/2023 12:25:59 PM,Vilniaus m. BA5
268581,13-L-200861,E200001706150105241020A6,0.24,54.6698,25.2982,Vilniaus m.,Aido g.,5,Ekonovus,,2/2/2023 2:36:25 PM,0.0095,54.6698,25.2982,2/2/2023 3:12:47 PM,Vilniaus m. BA3
268580,13-L-200860,E20000170615007124102065,0.24,54.6699,25.2982,Vilniaus m.,Aido g.,7,Ekonovus,,2/2/2023 2:35:29 PM,0.0075,54.6697,25.2981,2/2/2023 3:12:47 PM,Vilniaus m. BA3
267238,13-L-300459,E2000015130B02691040B2DA,1.1,54.6789,25.2704,Vilniaus m.,Algirdo g.,10,Ekonovus,,2/2/2023 12:00:38 PM,0.0365,54.6789,25.2705,2/2/2023 12:57:44 PM,Vilniaus m. BA5
267240,13-L-300451,E2000015130B02461040B2B2,1.1,54.679,25.2705,Vilniaus m.,Algirdo g.,10,Ekonovus,,2/2/2023 12:01:24 PM,0.0355,54.6789,25.2706,2/2/2023 12:57:44 PM,Vilniaus m. BA5
261970,13-L-300469,E2000015130B02611030B0BE,1.1,54.6757,25.2706,Vilniaus m.,Algirdo g.,31,Ekonovus,,2/2/2023 4:48:32 AM,0.0395,54.6757,25.2705,2/2/2023 5:23:45 AM,Vilniaus m. BA5
261972,13-L-311799,E200470E7F70602661630110,1.1,54.6757,25.2704,Vilniaus m.,Algirdo g.,31,Ekonovus,,2/2/2023 4:48:38 AM,0.0405,54.6757,25.2705,2/2/2023 5:23:45 AM,Vilniaus m. BA5
261974,13-L-306901,E200001D731302010810B008,1.1,54.6756,25.2705,Vilniaus m.,Algirdo g.,31,Ekonovus,,2/2/2023 4:48:40 AM,0.04,54.6757,25.2705,2/2/2023 5:23:45 AM,Vilniaus m. BA5
267268,13-L-302551,E200001706150201256015A7,1.1,54.6807,25.2697,Vilniaus m.,Algirdo g.,5,Ekonovus,,2/2/2023 12:12:11 PM,0.0365,54.6805,25.2699,2/2/2023 12:57:48 PM,Vilniaus m. BA5
265227,13-L-209801,E20000178401022012409D34,0.12,54.6623,25.2892,Vilniaus m.,Alytaus g.,22,Ekonovus,,2/2/2023 9:23:13 AM,0.0045,54.6623,25.2893,2/2/2023 10:04:50 AM,Vilniaus m. BA3
265235,13-L-205438,E2000017060D01450390EE9B,0.12,54.6632,25.2893,Vilniaus m.,Alytaus g.,5,Ekonovus,,2/2/2023 9:26:15 AM,0.004,54.6633,25.2892,2/2/2023 10:04:51 AM,Vilniaus m. BA3
268399,13-L-210195,E20000170602028513009AFA,0.24,54.6716,25.2961,Vilniaus m.,Alkūnės g.,14,Ekonovus,,2/2/2023 1:47:07 PM,0.009,54.6716,25.2962,2/2/2023 3:03:00 PM,Vilniaus m. BA3
268466,13-L-218810,0512021373FEDCBA00085290,0.24,54.6714,25.2971,Vilniaus m.,Alkūnės g.,20,Ekonovus,,2/2/2023 2:19:02 PM,0.0085,54.6714,25.2972,2/2/2023 3:03:07 PM,Vilniaus m. BA3
262043,13-L-300477,E2000015130B02351030B08D,1.1,54.6731,25.2723,Vilniaus m.,Algirdo g.,45,Ekonovus,,2/2/2023 4:57:15 AM,0.039,54.6731,25.2723,2/2/2023 5:43:26 AM,Vilniaus m. BA5
268929,13-L-313526,E200471850306026FE6F0113,5,54.6722,25.2724,Vilniaus m.,Algirdo g.,53,Ekonovus,,2/2/2023 3:36:21 PM,0.1555,,,2/2/2023 4:13:17 PM,Vilniaus m. BA5
262400,13-L-300585,E2000015130B01901010B44A,1.1,54.6696,25.2739,Vilniaus m.,Algirdo g.,75,Ekonovus,,2/2/2023 5:32:57 AM,0.043,54.6696,25.2738,2/2/2023 6:21:45 AM,Vilniaus m. BA5
262408,13-L-300597,E2000015130B01521010B3FB,1.1,54.6696,25.2739,Vilniaus m.,Algirdo g.,75,Ekonovus,,2/2/2023 5:34:01 AM,0.042,54.6695,25.2739,2/2/2023 6:21:46 AM,Vilniaus m. BA5
265225,13-L-201201,E2000017561100620770CBA3,0.12,54.6617,25.2892,Vilniaus m.,Alytaus g.,19,Ekonovus,,2/2/2023 9:22:23 AM,0.0055,54.6617,25.2891,2/2/2023 10:04:50 AM,Vilniaus m. BA3
268397,13-L-219036,0512021373FEDCBA00085864,0.24,54.6715,25.294,Vilniaus m.,Alkūnės g.,8,Ekonovus,,2/2/2023 1:46:01 PM,0.008,54.6715,25.294,2/2/2023 3:03:00 PM,Vilniaus m. BA3
267276,13-L-312688,E200470570406026D070010D,1.1,54.6814,25.27,Vilniaus m.,Algirdo g.,2,Ekonovus,,2/2/2023 12:16:09 PM,0.042,54.6816,25.2695,2/2/2023 12:57:49 PM,Vilniaus m. BA5
267277,13-L-311995,E200470FA760602673E2010D,1.1,54.6813,25.2699,Vilniaus m.,Algirdo g.,2,Ekonovus,,2/2/2023 12:16:11 PM,0.043,54.6816,25.2695,2/2/2023 12:57:49 PM,Vilniaus m. BA5
267087,13-L-300446,E2000015130B02181040B274,1.1,54.6772,25.2716,Vilniaus m.,Algirdo g.,22,Ekonovus,,2/2/2023 11:54:30 AM,0.0395,54.6772,25.272,2/2/2023 12:35:37 PM,Vilniaus m. BA5
268464,13-L-200883,E2000017561100460730CF3A,0.24,54.6712,25.2976,Vilniaus m.,Alkūnės g.,22,Ekonovus,,2/2/2023 2:16:56 PM,0.0095,54.6712,25.2976,2/2/2023 3:03:07 PM,Vilniaus m. BA3
268396,13-L-200837,E20000170615004724102035,0.24,54.6715,25.294,Vilniaus m.,Alkūnės g.,5,Ekonovus,,2/2/2023 1:45:21 PM,0.007,54.6716,25.294,2/2/2023 3:03:00 PM,Vilniaus m. BA3
265231,13-L-213908,E200001C361802140710BEBB,0.12,54.6627,25.2893,Vilniaus m.,Alytaus g.,11,Ekonovus,,2/2/2023 9:24:45 AM,0.0045,54.6628,25.2892,2/2/2023 10:04:50 AM,Vilniaus m. BA3
268394,13-L-200838,E20000170615019324401F95,0.77,54.6718,25.2932,Vilniaus m.,Alkūnės g.,4,Ekonovus,,2/2/2023 1:44:31 PM,0.026,54.6719,25.2931,2/2/2023 3:03:00 PM,Vilniaus m. BA3
261866,13-L-313726,E200471766706026EFD3010B,1.1,54.6922,25.2629,Vilniaus m.,Antano Tumėno g.,4,Ekonovus,,2/2/2023 4:23:23 AM,0.036,54.6921,25.2628,2/2/2023 5:13:19 AM,Vilniaus m. BA5
265917,13-L-403350,E200001B3605009722304224,0.77,54.7347,25.253,Vilniaus m.,Ateities g.,31,Ekonovus,,2/2/2023 10:23:46 AM,0.023,54.7347,25.2532,2/2/2023 11:05:00 AM,Vilniaus m. BA1
261986,13-L-420162,E2004707F7B06026F8E70115,5,54.7357,25.2532,Vilniaus m.,Ateities g.,21A,Ekonovus,,2/2/2023 4:56:59 AM,0.155,54.7355,25.2526,2/2/2023 5:43:07 AM,Vilniaus m. BA1
261825,13-L-420120,E20047046C106026C02D0115,5,54.739,25.2694,Vilniaus m.,Ateities g.,9A,Ekonovus,,2/2/2023 4:36:28 AM,0.18,54.7391,25.2694,2/2/2023 5:13:04 AM,Vilniaus m. BA1
263647,13-L-310632,0512021373FEDCBA00036201,1.1,54.6751,25.2893,Vilniaus m.,Aušros Vartų g.,12,Ekonovus,,2/2/2023 7:06:40 AM,0.04,54.6752,25.2894,2/2/2023 7:54:17 AM,Vilniaus m. BA5
263637,13-L-301727,E200001706150133272009BF,1.1,54.6758,25.2886,Vilniaus m.,Aušros Vartų g.,6,Ekonovus,,2/2/2023 7:03:38 AM,0.035,54.6757,25.2888,2/2/2023 7:54:16 AM,Vilniaus m. BA5
262694,13-L-419454,E200470E9F60602663620111,1.1,54.7551,25.2582,Vilniaus m.,Bajorų kel.,10,Ekonovus,,2/2/2023 6:19:52 AM,0.023,54.7551,25.2585,2/2/2023 6:51:57 AM,Vilniaus m. BA1
262695,13-L-419453,E200470F655060266FC1010F,1.1,54.7551,25.2582,Vilniaus m.,Bajorų kel.,10,Ekonovus,,2/2/2023 6:20:14 AM,0.0135,54.7551,25.2585,2/2/2023 6:51:57 AM,Vilniaus m. BA1
262578,13-L-312753,E2004711650060268FBC0111,1.1,54.6856,25.2924,Vilniaus m.,Barboros Radvilaitės g.,4,Ekonovus,,2/2/2023 5:50:06 AM,0.0415,54.6856,25.2924,2/2/2023 6:37:08 AM,Vilniaus m. BA5
264317,13-L-302377,E20000170615007725901319,1.1,54.6738,25.2884,Vilniaus m.,Bazilijonų g.,3,Ekonovus,,2/2/2023 8:08:48 AM,0.0375,54.6735,25.2894,2/2/2023 8:45:20 AM,Vilniaus m. BA5
264929,13-L-310846,0512021373FEDCBA00036387,1.1,54.6835,25.2916,Vilniaus m.,Bernardinų g.,8,Ekonovus,,2/2/2023 8:42:54 AM,0.033,54.6835,25.2916,2/2/2023 9:34:41 AM,Vilniaus m. BA5
264714,13-L-313439,E2004706BDA06026E546010A,0.66,54.6837,25.2912,Vilniaus m.,Bernardinų g.,3,Ekonovus,,2/2/2023 8:39:02 AM,0.023,54.6839,25.2911,2/2/2023 9:14:45 AM,Vilniaus m. BA5
264939,13-L-302322,E200001706150210260012A5,0.66,54.6835,25.2917,Vilniaus m.,Bernardinų g.,7,Ekonovus,,2/2/2023 8:45:10 AM,0.0255,54.6836,25.2918,2/2/2023 9:34:42 AM,Vilniaus m. BA5
267239,13-L-312033,E20047075A606026EF120110,1.1,54.6984,25.2451,Vilniaus m.,Blindžių g.,10,Ekonovus,,2/2/2023 12:00:40 PM,0.0415,54.6984,25.245,2/2/2023 12:57:44 PM,Vilniaus m. BA5
264582,13-L-311322,0512021373FEDCBA00036911,0.66,54.6803,25.2906,Vilniaus m.,Bokšto g.,7,Ekonovus,,2/2/2023 8:23:19 AM,0.0245,54.6801,25.2905,2/2/2023 9:04:44 AM,Vilniaus m. BA5
268997,13-L-211004,E200001B3605011826005467,5,54.6641,25.2697,Vilniaus m.,Brolių g.,21,Ekonovus,,2/2/2023 3:53:20 PM,0.1955,,,2/2/2023 4:32:47 PM,Vilniaus m. BA3
268998,13-L-221064,E200470FE9E06026780A010B,5,54.6633,25.2709,Vilniaus m.,Brolių g.,8,Ekonovus,,2/2/2023 3:57:18 PM,0.1705,,,2/2/2023 4:32:47 PM,Vilniaus m. BA3
264560,13-L-220110,E2004706A0D06026E379010C,1.1,54.647,25.258,Vilniaus m.,Burbiškių g.,46,Ekonovus,,2/2/2023 8:26:44 AM,0.033,54.6467,25.2583,2/2/2023 9:04:35 AM,Vilniaus m. BA3
264561,13-L-220115,E2004706FB906026E925010D,1.1,54.6467,25.2585,Vilniaus m.,Burbiškių g.,46,Ekonovus,,2/2/2023 8:26:54 AM,0.041,54.6467,25.2583,2/2/2023 9:04:35 AM,Vilniaus m. BA3
264562,13-L-218927,0512021373FEDCBA00085473,1.1,54.647,25.258,Vilniaus m.,Burbiškių g.,46,Ekonovus,,2/2/2023 8:27:40 AM,0.043,54.6467,25.2583,2/2/2023 9:04:36 AM,Vilniaus m. BA3
266570,13-L-205909,E2000017060D01030290F327,0.12,54.6609,25.2958,Vilniaus m.,Butrimonių g.,12,Ekonovus,,2/2/2023 11:00:22 AM,0.0045,54.6611,25.2958,2/2/2023 11:55:31 AM,Vilniaus m. BA3
266574,13-L-219630,E20047123FB060269D67010A,1.1,54.661,25.2958,Vilniaus m.,Butrimonių g.,15,Ekonovus,,2/2/2023 11:02:18 AM,0.0355,54.6611,25.2959,2/2/2023 11:55:31 AM,Vilniaus m. BA3
266582,13-L-220363,E200471402C06026B998010B,0.24,54.6618,25.2961,Vilniaus m.,Butrimonių g.,7A,Ekonovus,,2/2/2023 11:04:49 AM,0.0095,54.6619,25.2962,2/2/2023 11:55:32 AM,Vilniaus m. BA3
267482,13-L-300430,E2000015130B01671040B20B,0.77,54.694,25.2502,Vilniaus m.,D. Poškos g.,25,Ekonovus,,2/2/2023 12:36:30 PM,0.023,54.694,25.2502,2/2/2023 1:17:24 PM,Vilniaus m. BA5
267478,13-L-310764,0512021373FEDCBA00036269,0.77,54.6939,25.2496,Vilniaus m.,D. Poškos g.,28,Ekonovus,,2/2/2023 12:35:14 PM,0.03,54.694,25.2495,2/2/2023 1:17:24 PM,Vilniaus m. BA5
267476,13-L-307959,E200001C36160143115073FF,1.1,54.6939,25.2492,Vilniaus m.,D. Poškos g.,30,Ekonovus,,2/2/2023 12:34:20 PM,0.0355,54.694,25.2491,2/2/2023 1:17:23 PM,Vilniaus m. BA5
267462,13-L-313425,E200470363E06026AFAA010E,1.1,54.6937,25.2464,Vilniaus m.,D. Poškos g.,53,Ekonovus,,2/2/2023 12:29:38 PM,0.041,54.6937,25.2465,2/2/2023 1:17:22 PM,Vilniaus m. BA5
263241,13-L-305602,E20000178401020419604E8B,0.77,54.6879,25.2672,Vilniaus m.,Dainavos g.,5,Ekonovus,,2/2/2023 6:34:58 AM,0.025,54.688,25.2671,2/2/2023 7:24:17 AM,Vilniaus m. BA5
263242,13-L-305601,E20000178401005319604D63,1.1,54.688,25.2672,Vilniaus m.,Dainavos g.,5,Ekonovus,,2/2/2023 6:35:28 AM,0.041,54.688,25.2671,2/2/2023 7:24:17 AM,Vilniaus m. BA5
263245,13-L-304350,E20000178401018219604E5C,0.77,54.6881,25.2672,Vilniaus m.,Dainavos g.,6,Ekonovus,,2/2/2023 6:36:22 AM,0.0265,54.688,25.2671,2/2/2023 7:24:18 AM,Vilniaus m. BA5
263233,13-L-306265,E200001D8105012826105D10,1.1,54.6881,25.2672,Vilniaus m.,Dainavos g.,6,Ekonovus,,2/2/2023 6:33:28 AM,0.0365,54.688,25.2671,2/2/2023 7:24:16 AM,Vilniaus m. BA5
263236,13-L-310710,0512021373FEDCBA00036323,1.1,54.6881,25.2673,Vilniaus m.,Dainavos g.,6,Ekonovus,,2/2/2023 6:33:52 AM,0.043,54.688,25.2671,2/2/2023 7:24:17 AM,Vilniaus m. BA5
261534,13-L-305523,E20000178401019519504C66,0.66,54.6882,25.2679,Vilniaus m.,Dainavos g.,6,Ekonovus,,2/2/2023 3:21:09 AM,0.022,54.6881,25.2679,2/2/2023 4:03:14 AM,Vilniaus m. BA5
267606,13-L-306149,E200001D810502082600B3A4,1.1,54.6944,25.2544,Vilniaus m.,D. Poškos g.,5,Ekonovus,,2/2/2023 12:40:02 PM,0.033,54.6943,25.2547,2/2/2023 1:28:58 PM,Vilniaus m. BA5
267453,13-L-300138,E2000015130B02561100AA65,0.77,54.6937,25.2454,Vilniaus m.,D. Poškos g.,59,Ekonovus,,2/2/2023 12:27:22 PM,0.025,54.6936,25.2454,2/2/2023 1:17:21 PM,Vilniaus m. BA5
267469,13-L-307240,E200001D7313014708407C31,0.77,54.6939,25.2477,Vilniaus m.,D. Poškos g.,38,Ekonovus,,2/2/2023 12:31:28 PM,0.0285,54.6938,25.2477,2/2/2023 1:17:22 PM,Vilniaus m. BA5
263228,13-L-313339,E200470302A06026A996010C,1.1,54.6883,25.2671,Vilniaus m.,Dainavos g.,7,Ekonovus,,2/2/2023 6:32:12 AM,0.037,54.6878,25.267,2/2/2023 7:24:16 AM,Vilniaus m. BA5
269037,13-L-218319,0512021373FEDCBA00068804,5,54.6627,25.2705,Vilniaus m.,Darbininkų g.,11A,Ekonovus,,2/2/2023 4:05:26 PM,0.18,,,2/2/2023 4:42:46 PM,Vilniaus m. BA3
264017,13-L-219568,E20047058DF06026D24B010C,0.24,54.6329,25.2713,Vilniaus m.,Dariaus ir Girėno g.,149,Ekonovus,,2/2/2023 7:42:48 AM,0.008,54.6329,25.2717,2/2/2023 8:24:34 AM,Vilniaus m. BA3
268472,13-L-202522,E20000170616024917806514,1.1,54.6567,25.2707,Vilniaus m.,Dariaus ir Girėno g.,15,Ekonovus,,2/2/2023 2:21:24 PM,0.037,54.6567,25.2706,2/2/2023 3:03:07 PM,Vilniaus m. BA3
268475,13-L-202523,E2000017061602121770629E,1.1,54.6567,25.2707,Vilniaus m.,Dariaus ir Girėno g.,15,Ekonovus,,2/2/2023 2:21:50 PM,0.0355,54.6567,25.2706,2/2/2023 3:03:08 PM,Vilniaus m. BA3
269107,13-L-221411,E2004700467060267DD30112,5,54.6607,25.2705,Vilniaus m.,Darbininkų g.,21,Ekonovus,,2/2/2023 4:23:44 PM,0.1555,,,2/2/2023 5:02:44 PM,Vilniaus m. BA3
262099,13-L-215795,E200001C361902042270B42A,1.1,54.6329,25.2747,Vilniaus m.,Dariaus ir Girėno g.,90A,Ekonovus,,2/2/2023 5:04:13 AM,0.0435,54.6328,25.2747,2/2/2023 5:53:13 AM,Vilniaus m. BA3
262958,13-L-200717,E2000017061500842410207F,0.77,54.6632,25.2752,Vilniaus m.,Dariaus ir Girėno g.,14,Ekonovus,,2/2/2023 6:22:31 AM,0.0275,54.6631,25.2751,2/2/2023 7:04:55 AM,Vilniaus m. BA3
262213,13-L-313755,E200471775206026F0BE010B,1.1,54.7004,25.2739,Vilniaus m.,Daugėliškio g.,32,Ekonovus,,2/2/2023 5:19:19 AM,0.0365,54.7005,25.2723,2/2/2023 5:53:29 AM,Vilniaus m. BA5
262049,13-L-313657,E2004717E7C06026F7E80104,1.1,54.7034,25.2815,Vilniaus m.,Daugėliškio g.,11,Ekonovus,,2/2/2023 4:59:21 AM,0.0425,54.7033,25.2814,2/2/2023 5:43:27 AM,Vilniaus m. BA5
262747,13-L-200715,E20000170615009524401EC8,0.77,54.6621,25.2739,Vilniaus m.,Dariaus ir Girėno g.,14A,Ekonovus,,2/2/2023 6:18:09 AM,0.0245,54.6624,25.2741,2/2/2023 6:52:25 AM,Vilniaus m. BA3
261997,13-L-205862,E2000017060D01120310F32C,0.24,54.6351,25.2765,Vilniaus m.,Dariaus ir Girėno g.,86,Ekonovus,,2/2/2023 4:55:01 AM,0.009,54.635,25.2767,2/2/2023 5:43:13 AM,Vilniaus m. BA3
262094,13-L-216467,0512021373FEDCBA00035091,1.1,54.6338,25.2749,Vilniaus m.,Dariaus ir Girėno g.,90,Ekonovus,,2/2/2023 5:02:23 AM,0.0415,54.6338,25.2749,2/2/2023 5:53:12 AM,Vilniaus m. BA3
264040,13-L-309723,E2801105200072C140020A9C,1.1,54.6792,25.2873,Vilniaus m.,Didžioji g.,19A,Ekonovus,,2/2/2023 7:33:24 AM,0.0335,54.6792,25.2871,2/2/2023 8:24:43 AM,Vilniaus m. BA5
263670,13-L-313561,E20047184D206026FE3E010D,1.1,54.6781,25.2881,Vilniaus m.,Didžioji g.,28,Ekonovus,,2/2/2023 7:15:28 AM,0.036,54.6787,25.2876,2/2/2023 7:54:19 AM,Vilniaus m. BA5
266135,13-L-309558,E28011052000729C3FFE0A9C,1.1,54.6809,25.2837,Vilniaus m.,Dominikonų g.,6,Ekonovus,,2/2/2023 10:35:12 AM,0.0345,54.681,25.2837,2/2/2023 11:16:13 AM,Vilniaus m. BA5
266261,13-L-311300,0512021373FEDCBA00036733,1.1,54.6801,25.2882,Vilniaus m.,Didžioji g.,7,Ekonovus,,2/2/2023 10:49:28 AM,0.0405,54.68,25.2882,2/2/2023 11:26:00 AM,Vilniaus m. BA5
266262,13-L-313332,E2004710A4D0602683B90114,0.77,54.6801,25.2882,Vilniaus m.,Didžioji g.,7,Ekonovus,,2/2/2023 10:49:48 AM,0.028,54.68,25.2882,2/2/2023 11:26:01 AM,Vilniaus m. BA5
267417,13-L-206454,E2000017060D02310480E84D,0.12,54.6644,25.3023,Vilniaus m.,Dunojaus g.,16,Ekonovus,,2/2/2023 12:25:05 PM,0.005,54.6643,25.3023,2/2/2023 1:16:58 PM,Vilniaus m. BA3
267419,13-L-207347,E20000175713020216306FC8,0.12,54.6643,25.3023,Vilniaus m.,Dunojaus g.,14,Ekonovus,,2/2/2023 12:26:01 PM,0.004,54.6642,25.3023,2/2/2023 1:16:58 PM,Vilniaus m. BA3
267420,13-L-211875,E200001D8105018511809FB0,0.24,54.6638,25.3021,Vilniaus m.,Dunojaus g.,10B,Ekonovus,,2/2/2023 12:27:01 PM,0.0075,54.6637,25.3019,2/2/2023 1:16:59 PM,Vilniaus m. BA3
265224,13-L-216949,0512021373FEDCBA00035609,0.77,54.6651,25.2803,Vilniaus m.,Dzūkų g.,10B,Ekonovus,,2/2/2023 9:22:20 AM,0.0275,54.6651,25.2804,2/2/2023 10:04:50 AM,Vilniaus m. BA3
265353,13-L-202958,E200001706160059173065D5,0.24,54.6646,25.2915,Vilniaus m.,Dzūkų g.,71,Ekonovus,,2/2/2023 9:39:30 AM,0.0075,54.6646,25.2916,2/2/2023 10:14:14 AM,Vilniaus m. BA3
265445,13-L-202957,E200001706160169174068DC,0.12,54.6645,25.2926,Vilniaus m.,Dzūkų g.,66,Ekonovus,,2/2/2023 9:41:10 AM,0.004,54.6646,25.2924,2/2/2023 10:24:28 AM,Vilniaus m. BA3
265210,13-L-217226,0512021373FEDCBA00035907,5,54.6654,25.2797,Vilniaus m.,Dzūkų g.,6A,Ekonovus,,2/2/2023 9:18:00 AM,0.1955,54.6654,25.2797,2/2/2023 10:04:48 AM,Vilniaus m. BA3
265447,13-L-210813,E200001B3605016016808174,0.24,54.6643,25.2936,Vilniaus m.,Dzūkų g.,81,Ekonovus,,2/2/2023 9:42:05 AM,0.0075,54.6643,25.2936,2/2/2023 10:24:28 AM,Vilniaus m. BA3
265240,13-L-217098,0512021373FEDCBA00035635,5,54.6642,25.2799,Vilniaus m.,Dzūkų g.,27,Ekonovus,,2/2/2023 9:26:58 AM,0.1505,54.6643,25.2796,2/2/2023 10:04:52 AM,Vilniaus m. BA3
265232,13-L-221022,E2004709162060260ACE010D,5,54.6637,25.2797,Vilniaus m.,Dzūkų g.,29,Ekonovus,,2/2/2023 9:24:58 AM,0.1605,54.6639,25.2793,2/2/2023 10:04:50 AM,Vilniaus m. BA3
