Pakelimo_iraso_ID,Konteinerio_Nr,Konteinerio_RFID,Konteinerio_talpa,Konteinerio_latitude,Konteinerio_longitude,Konteinerio_vietove,Konteinerio_gatve,Konteinerio_namas,Vezejas,Automobilis,Pakelimo_data__laikas,Svoris_kg_,Pakelimo_tasko_latitude,Pakelimo_tasko_longitude,Duomenu_pateikimo_data__laikas,Zona
268000,13-L-139166,4000000ED27F26,0.24,54.6598,25.3654,Vilniaus m.,Grūdų Sodų 12-oji g.,18,Ecoservice,,2/2/2023 1:34:14 PM,0.02,54.6599,25.3652,2/2/2023 2:06:01 PM,Vilniaus m. BA2
268042,13-L-102902,4000000ECC2BF3,0.12,54.6601,25.3651,Vilniaus m.,Grūdų Sodų 12-oji g.,21,Ecoservice,,2/2/2023 1:42:15 PM,0.014,54.6602,25.3651,2/2/2023 2:14:01 PM,Vilniaus m. BA2
267946,13-L-127342,4000000ECD0CC7,0.12,54.6599,25.3649,Vilniaus m.,Grūdų Sodų 12-oji g.,22,Ecoservice,,2/2/2023 1:31:23 PM,0.008,54.6599,25.3648,2/2/2023 2:04:02 PM,Vilniaus m. BA2
267945,13-L-143973,4000000ECCFEB3,0.24,54.66,25.3638,Vilniaus m.,Grūdų Sodų 12-oji g.,27,Ecoservice,,2/2/2023 1:32:10 PM,0.022,54.66,25.3638,2/2/2023 2:04:02 PM,Vilniaus m. BA2
267944,13-L-133209,4000000ECEBC50,0.24,54.66,25.3638,Vilniaus m.,Grūdų Sodų 12-oji g.,28,Ecoservice,,2/2/2023 1:32:15 PM,0.04,54.66,25.3638,2/2/2023 2:04:02 PM,Vilniaus m. BA2
267940,13-L-102903,4000000ECC2BEC,0.12,54.6601,25.365,Vilniaus m.,Grūdų Sodų 12-oji g.,30,Ecoservice,,2/2/2023 1:32:33 PM,0.022,54.66,25.3638,2/2/2023 2:04:01 PM,Vilniaus m. BA2
268013,13-L-119545,4000000ECD19C2,0.12,54.6597,25.3669,Vilniaus m.,Grūdų Sodų 12-oji g.,9,Ecoservice,,2/2/2023 1:36:57 PM,0.006,54.6597,25.3666,2/2/2023 2:08:01 PM,Vilniaus m. BA2
267912,13-L-142880,4000000ECE9AF1,0.24,54.6591,25.3678,Vilniaus m.,Grūdų Sodų 14-oji g.,1,Ecoservice,,2/2/2023 1:25:32 PM,0.016,54.6591,25.3667,2/2/2023 1:58:01 PM,Vilniaus m. BA2
267922,13-L-127345,4000000EC73983,0.24,54.6592,25.3659,Vilniaus m.,Grūdų Sodų 14-oji g.,13,Ecoservice,,2/2/2023 1:27:18 PM,0.024,54.6592,25.3658,2/2/2023 2:00:01 PM,Vilniaus m. BA2
267914,13-L-133925,4000000ECD771E,0.24,54.6591,25.3661,Vilniaus m.,Grūdų Sodų 14-oji g.,14,Ecoservice,,2/2/2023 1:26:29 PM,0.016,54.6591,25.3662,2/2/2023 1:58:01 PM,Vilniaus m. BA2
267927,13-L-127344,4000000ECD0CC2,0.24,54.6593,25.3656,Vilniaus m.,Grūdų Sodų 14-oji g.,15,Ecoservice,,2/2/2023 1:28:20 PM,0.01,54.6593,25.3653,2/2/2023 2:00:01 PM,Vilniaus m. BA2
267928,13-L-114867,4000000ECD0D35,0.24,54.6592,25.3654,Vilniaus m.,Grūdų Sodų 14-oji g.,17,Ecoservice,,2/2/2023 1:28:32 PM,0.034,54.6593,25.3653,2/2/2023 2:00:01 PM,Vilniaus m. BA2
267960,13-L-127343,4000000ECD0CC0,0.12,54.6592,25.3654,Vilniaus m.,Grūdų Sodų 14-oji g.,18,Ecoservice,,2/2/2023 1:29:08 PM,0.012,54.6593,25.3653,2/2/2023 2:04:03 PM,Vilniaus m. BA2
267948,13-L-134741,4000000ECE9E49,0.12,54.6593,25.3651,Vilniaus m.,Grūdų Sodų 14-oji g.,19,Ecoservice,,2/2/2023 1:29:45 PM,0.032,54.6593,25.3649,2/2/2023 2:04:02 PM,Vilniaus m. BA2
267913,13-L-109579,4000000ECCAEAD,0.24,54.6591,25.3675,Vilniaus m.,Grūdų Sodų 14-oji g.,3,Ecoservice,,2/2/2023 1:25:32 PM,0.032,54.6591,25.3667,2/2/2023 1:58:01 PM,Vilniaus m. BA2
268812,13-L-111386,4000000ECC2CB0,0.24,54.6627,25.3685,Vilniaus m.,Grūdų Sodų 2-oji g.,1,Ecoservice,,2/2/2023 3:20:23 PM,0.032,54.6627,25.3681,2/2/2023 3:52:01 PM,Vilniaus m. BA2
268852,13-L-118335,4000000ECD0C18,0.12,54.6628,25.3675,Vilniaus m.,Grūdų Sodų 2-oji g.,10,Ecoservice,,2/2/2023 3:24:08 PM,0.01,54.6628,25.3674,2/2/2023 3:56:02 PM,Vilniaus m. BA2
268856,13-L-102279,4000000ECC1FF4,0.24,54.6628,25.3669,Vilniaus m.,Grūdų Sodų 2-oji g.,14,Ecoservice,,2/2/2023 3:25:25 PM,0.024,54.6628,25.3667,2/2/2023 3:58:01 PM,Vilniaus m. BA2
268858,13-L-144350,4000000EE19E1B,0.24,54.6629,25.3664,Vilniaus m.,Grūdų Sodų 2-oji g.,15,Ecoservice,,2/2/2023 3:26:05 PM,0.01,54.6629,25.3664,2/2/2023 3:58:01 PM,Vilniaus m. BA2
268740,13-L-118336,4000000ECD0BDD,0.12,54.6631,25.3659,Vilniaus m.,Grūdų Sodų 2-oji g.,17,Ecoservice,,2/2/2023 3:04:52 PM,0.008,54.6632,25.3659,2/2/2023 3:36:02 PM,Vilniaus m. BA2
268857,13-L-110586,4000000ECD16A7,0.24,54.6629,25.3662,Vilniaus m.,Grūdų Sodų 2-oji g.,18,Ecoservice,,2/2/2023 3:26:13 PM,0.002,54.6629,25.3664,2/2/2023 3:58:01 PM,Vilniaus m. BA2
268693,13-L-124706,4000000ECC25FD,0.24,54.6627,25.3658,Vilniaus m.,Grūdų Sodų 2-oji g.,20,Ecoservice,,2/2/2023 3:00:14 PM,0.002,54.6625,25.3655,2/2/2023 3:32:01 PM,Vilniaus m. BA2
268842,13-L-111385,4000000ECC2CC4,0.24,54.6627,25.3685,Vilniaus m.,Grūdų Sodų 2-oji g.,3,Ecoservice,,2/2/2023 3:22:28 PM,0.018,54.6627,25.368,2/2/2023 3:54:01 PM,Vilniaus m. BA2
268840,13-L-128147,4000000ECEA1C2,0.24,54.6627,25.3681,Vilniaus m.,Grūdų Sodų 2-oji g.,4,Ecoservice,,2/2/2023 3:21:14 PM,0.058,54.6627,25.3682,2/2/2023 3:54:01 PM,Vilniaus m. BA2
268841,13-L-102278,4000000ECC2046,0.12,54.6627,25.3681,Vilniaus m.,Grūdų Sodų 2-oji g.,6,Ecoservice,,2/2/2023 3:22:00 PM,0.008,54.6627,25.368,2/2/2023 3:54:01 PM,Vilniaus m. BA2
268847,13-L-134302,4000000ECD7686,0.24,54.6627,25.3679,Vilniaus m.,Grūdų Sodų 2-oji g.,8,Ecoservice,,2/2/2023 3:23:19 PM,0.04,54.6627,25.3677,2/2/2023 3:56:01 PM,Vilniaus m. BA2
268851,13-L-118334,4000000ECD0C1C,0.12,54.6628,25.3673,Vilniaus m.,Grūdų Sodų 2-oji g.,9,Ecoservice,,2/2/2023 3:24:47 PM,0.012,54.6628,25.3671,2/2/2023 3:56:02 PM,Vilniaus m. BA2
268905,13-L-137302,4000000ECD1262,0.24,54.6643,25.3682,Vilniaus m.,Grūdų Sodų 3-ioji g.,10,Ecoservice,,2/2/2023 3:38:26 PM,0.002,54.6645,25.3683,2/2/2023 4:10:01 PM,Vilniaus m. BA2
268787,13-L-127338,4000000ECD0CF7,0.24,54.6638,25.3679,Vilniaus m.,Grūdų Sodų 3-ioji g.,18,Ecoservice,,2/2/2023 3:13:52 PM,0.03,54.6637,25.3679,2/2/2023 3:46:01 PM,Vilniaus m. BA2
268904,13-L-142756,4000000ED97926,0.24,54.6643,25.3682,Vilniaus m.,Grūdų Sodų 3-ioji g.,19,Ecoservice,,2/2/2023 3:38:16 PM,0.002,54.6645,25.3683,2/2/2023 4:10:01 PM,Vilniaus m. BA2
268796,13-L-128480,4000000ECE992F,0.12,54.6634,25.366,Vilniaus m.,Grūdų Sodų 3-ioji g.,20,Ecoservice,,2/2/2023 3:16:28 PM,0.002,54.6634,25.3682,2/2/2023 3:48:02 PM,Vilniaus m. BA2
268797,13-L-128481,4000000ECE991C,0.12,54.6634,25.366,Vilniaus m.,Grūdų Sodų 3-ioji g.,20,Ecoservice,,2/2/2023 3:16:39 PM,0.002,54.6634,25.3682,2/2/2023 3:48:02 PM,Vilniaus m. BA2
268802,13-L-124699,4000000ECD04AE,0.12,54.6633,25.3684,Vilniaus m.,Grūdų Sodų 3-ioji g.,22,Ecoservice,,2/2/2023 3:17:14 PM,0.026,54.6634,25.3682,2/2/2023 3:50:01 PM,Vilniaus m. BA2
268805,13-L-140647,4000000ECC245D,0.24,54.663,25.3681,Vilniaus m.,Grūdų Sodų 3-ioji g.,24,Ecoservice,,2/2/2023 3:18:35 PM,0.014,54.663,25.3681,2/2/2023 3:50:01 PM,Vilniaus m. BA2
268804,13-L-124698,4000000ECC25EA,0.12,54.6631,25.3681,Vilniaus m.,Grūdų Sodų 3-ioji g.,26,Ecoservice,,2/2/2023 3:18:03 PM,0.002,54.663,25.3681,2/2/2023 3:50:01 PM,Vilniaus m. BA2
268780,13-L-111388,4000000ECC1120,0.24,54.6638,25.3676,Vilniaus m.,Grūdų Sodų 3-ioji g.,27,Ecoservice,,2/2/2023 3:12:01 PM,0.016,54.6637,25.3676,2/2/2023 3:44:01 PM,Vilniaus m. BA2
268803,13-L-124700,4000000ECC2608,0.24,54.6633,25.3681,Vilniaus m.,Grūdų Sodų 3-ioji g.,28,Ecoservice,,2/2/2023 3:17:25 PM,0.026,54.6634,25.3682,2/2/2023 3:50:01 PM,Vilniaus m. BA2
268758,13-L-114282,4000000ECD1DE8,0.24,54.6638,25.3674,Vilniaus m.,Grūdų Sodų 3-ioji g.,29,Ecoservice,,2/2/2023 3:10:53 PM,0.01,54.6637,25.3676,2/2/2023 3:42:01 PM,Vilniaus m. BA2
268790,13-L-124701,4000000ECC2619,0.12,54.6637,25.3681,Vilniaus m.,Grūdų Sodų 3-ioji g.,32,Ecoservice,,2/2/2023 3:15:12 PM,0.01,54.6636,25.3682,2/2/2023 3:48:01 PM,Vilniaus m. BA2
268781,13-L-127315,4000000ECD0CFC,0.24,54.6637,25.3679,Vilniaus m.,Grūdų Sodų 3-ioji g.,32-1,Ecoservice,,2/2/2023 3:12:50 PM,0.016,54.6637,25.3679,2/2/2023 3:44:01 PM,Vilniaus m. BA2
268779,13-L-111389,4000000ECC1122,0.24,54.6637,25.3674,Vilniaus m.,Grūdų Sodų 3-ioji g.,34,Ecoservice,,2/2/2023 3:11:16 PM,0.036,54.6637,25.3676,2/2/2023 3:44:01 PM,Vilniaus m. BA2
268746,13-L-124703,4000000ECC25EB,0.12,54.6636,25.3665,Vilniaus m.,Grūdų Sodų 3-ioji g.,35,Ecoservice,,2/2/2023 3:06:50 PM,0.012,54.6636,25.3667,2/2/2023 3:38:01 PM,Vilniaus m. BA2
268756,13-L-139540,4000003381EFA8,0.24,54.6637,25.3672,Vilniaus m.,Grūdų Sodų 3-ioji g.,36,Ecoservice,,2/2/2023 3:10:19 PM,0.02,54.6636,25.3674,2/2/2023 3:42:01 PM,Vilniaus m. BA2
268750,13-L-114440,4000000ECD0B71,0.24,54.6633,25.367,Vilniaus m.,Grūdų Sodų 3-ioji g.,38,Ecoservice,,2/2/2023 3:08:36 PM,0.016,54.6634,25.3669,2/2/2023 3:40:01 PM,Vilniaus m. BA2
268908,13-L-111384,4000000EC6F7B2,0.24,54.6648,25.3684,Vilniaus m.,Grūdų Sodų 3-ioji g.,4,Ecoservice,,2/2/2023 3:40:43 PM,0.002,54.6649,25.3685,2/2/2023 4:12:01 PM,Vilniaus m. BA2
268751,13-L-119389,4000000ECD1CA9,0.12,54.6633,25.3669,Vilniaus m.,Grūdų Sodų 3-ioji g.,40,Ecoservice,,2/2/2023 3:08:52 PM,0.04,54.6634,25.3669,2/2/2023 3:40:01 PM,Vilniaus m. BA2
268742,13-L-142495,4000000EE17251,0.24,54.6635,25.366,Vilniaus m.,Grūdų Sodų 3-ioji g.,44,Ecoservice,,2/2/2023 3:05:37 PM,0.018,54.6634,25.3661,2/2/2023 3:38:01 PM,Vilniaus m. BA2
268935,13-L-113912,4000000ECD0970,0.12,54.6648,25.3691,Vilniaus m.,Grūdų Sodų 3-ioji g.,6A,Ecoservice,,2/2/2023 3:43:03 PM,0.012,54.665,25.3688,2/2/2023 4:16:01 PM,Vilniaus m. BA2
268907,13-L-121921,4000000ECC2004,0.24,54.6646,25.3683,Vilniaus m.,Grūdų Sodų 3-ioji g.,8,Ecoservice,,2/2/2023 3:40:00 PM,0.02,54.6647,25.3684,2/2/2023 4:12:01 PM,Vilniaus m. BA2
268618,13-L-127318,4000000ECD0CF3,0.24,54.6621,25.3677,Vilniaus m.,Grūdų Sodų 4-oji g.,10,Ecoservice,,2/2/2023 2:48:51 PM,0.014,54.6622,25.3674,2/2/2023 3:20:01 PM,Vilniaus m. BA2
268620,13-L-127319,4000000ECD0CF1,0.12,54.6622,25.3668,Vilniaus m.,Grūdų Sodų 4-oji g.,13,Ecoservice,,2/2/2023 2:49:37 PM,0.014,54.6622,25.3667,2/2/2023 3:22:01 PM,Vilniaus m. BA2
268621,13-L-102149,4000000ECD12D2,0.24,54.6622,25.3668,Vilniaus m.,Grūdų Sodų 4-oji g.,14,Ecoservice,,2/2/2023 2:50:03 PM,0.032,54.6622,25.3667,2/2/2023 3:22:01 PM,Vilniaus m. BA2
268692,13-L-117132,4000000ECC136E,0.12,54.6624,25.3657,Vilniaus m.,Grūdų Sodų 4-oji g.,19,Ecoservice,,2/2/2023 2:59:24 PM,0.016,54.6625,25.3655,2/2/2023 3:32:01 PM,Vilniaus m. BA2
268612,13-L-127322,4000000ECD0CE1,0.24,54.6621,25.3656,Vilniaus m.,Grūdų Sodų 4-oji g.,20,Ecoservice,,2/2/2023 2:45:11 PM,0.012,54.6623,25.3657,2/2/2023 3:18:01 PM,Vilniaus m. BA2
268677,13-L-102148,4000000EC6F77F,0.12,54.6626,25.3628,Vilniaus m.,Grūdų Sodų 4-oji g.,25,Ecoservice,,2/2/2023 2:56:30 PM,0.024,54.6625,25.3629,2/2/2023 3:28:01 PM,Vilniaus m. BA2
268673,13-L-127321,4000000ECD0CDA,0.12,54.6627,25.3624,Vilniaus m.,Grūdų Sodų 4-oji g.,27,Ecoservice,,2/2/2023 2:55:51 PM,0.006,54.6626,25.3625,2/2/2023 3:28:01 PM,Vilniaus m. BA2
268669,13-L-136092,4000000ECC791B,0.24,54.6627,25.3619,Vilniaus m.,Grūdų Sodų 4-oji g.,29,Ecoservice,,2/2/2023 2:54:00 PM,0.078,54.6626,25.3626,2/2/2023 3:26:01 PM,Vilniaus m. BA2
268680,13-L-121978,4000000ECC1FFB,0.24,54.6625,25.3637,Vilniaus m.,Grūdų Sodų 4-oji g.,34,Ecoservice,,2/2/2023 2:58:03 PM,0.032,54.6625,25.3637,2/2/2023 3:30:01 PM,Vilniaus m. BA2
268679,13-L-111382,4000000ECC2CBA,0.24,54.6626,25.363,Vilniaus m.,Grūdų Sodų 4-oji g.,38,Ecoservice,,2/2/2023 2:57:17 PM,0.002,54.6625,25.3629,2/2/2023 3:30:01 PM,Vilniaus m. BA2
268672,13-L-102146,4000000ECC1FF6,0.12,54.6626,25.3621,Vilniaus m.,Grūdų Sodų 4-oji g.,42,Ecoservice,,2/2/2023 2:55:08 PM,0.01,54.6626,25.3624,2/2/2023 3:28:01 PM,Vilniaus m. BA2
268617,13-L-140142,4000000ED147A1,0.24,54.6621,25.3677,Vilniaus m.,Grūdų Sodų 4-oji g.,7,Ecoservice,,2/2/2023 2:47:51 PM,0.018,54.6621,25.3677,2/2/2023 3:20:01 PM,Vilniaus m. BA2
268539,13-L-117137,4000000ECC13CA,0.24,54.6616,25.367,Vilniaus m.,Grūdų Sodų 6-oji g.,11,Ecoservice,,2/2/2023 2:39:46 PM,0.016,54.6616,25.3669,2/2/2023 3:12:01 PM,Vilniaus m. BA2
268540,13-L-138308,4000000ECC7CB7,0.24,54.6616,25.3668,Vilniaus m.,Grūdų Sodų 6-oji g.,12,Ecoservice,,2/2/2023 2:40:23 PM,0.03,54.6616,25.3667,2/2/2023 3:12:01 PM,Vilniaus m. BA2
268595,13-L-139183,4000000EE05BD9,0.24,54.6616,25.3668,Vilniaus m.,Grūdų Sodų 6-oji g.,13,Ecoservice,,2/2/2023 2:41:08 PM,0.02,54.6616,25.3665,2/2/2023 3:14:01 PM,Vilniaus m. BA2
268594,13-L-117138,4000000ECC138F,0.12,54.6615,25.3667,Vilniaus m.,Grūdų Sodų 6-oji g.,14,Ecoservice,,2/2/2023 2:41:41 PM,0.014,54.6616,25.3665,2/2/2023 3:14:01 PM,Vilniaus m. BA2
268597,13-L-113911,4000000ECD0975,0.12,54.6616,25.3664,Vilniaus m.,Grūdų Sodų 6-oji g.,15,Ecoservice,,2/2/2023 2:42:25 PM,0.002,54.6616,25.3663,2/2/2023 3:14:01 PM,Vilniaus m. BA2
268604,13-L-112539,4000000ECD0684,0.12,54.6618,25.3661,Vilniaus m.,Grūdų Sodų 6-oji g.,17,Ecoservice,,2/2/2023 2:43:17 PM,0.026,54.6616,25.3658,2/2/2023 3:16:01 PM,Vilniaus m. BA2
268607,13-L-134575,4000000ECEBADA,0.24,54.6617,25.3652,Vilniaus m.,Grūdų Sodų 6-oji g.,19,Ecoservice,,2/2/2023 2:44:24 PM,0.024,54.662,25.3656,2/2/2023 3:16:01 PM,Vilniaus m. BA2
268521,13-L-124707,4000000ECC138C,0.24,54.6615,25.3684,Vilniaus m.,Grūdų Sodų 6-oji g.,2,Ecoservice,,2/2/2023 2:35:13 PM,0.012,54.6615,25.3678,2/2/2023 3:08:01 PM,Vilniaus m. BA2
268281,13-L-124711,4000000ECC25F8,0.12,54.6618,25.3648,Vilniaus m.,Grūdų Sodų 6-oji g.,21,Ecoservice,,2/2/2023 2:21:17 PM,0.01,54.6617,25.3647,2/2/2023 2:54:01 PM,Vilniaus m. BA2
268271,13-L-112537,4000000ECD06A6,0.12,54.6616,25.3658,Vilniaus m.,Grūdų Sodų 6-oji g.,22,Ecoservice,,2/2/2023 2:20:31 PM,0.01,54.6617,25.3651,2/2/2023 2:52:01 PM,Vilniaus m. BA2
268286,13-L-127327,4000000ECD0CD1,0.12,54.6618,25.3642,Vilniaus m.,Grūdų Sodų 6-oji g.,25,Ecoservice,,2/2/2023 2:23:24 PM,0.01,54.6618,25.3643,2/2/2023 2:56:01 PM,Vilniaus m. BA2
268292,13-L-127326,4000000ECD0CE7,0.12,54.6619,25.3641,Vilniaus m.,Grūdų Sodų 6-oji g.,27,Ecoservice,,2/2/2023 2:24:00 PM,0.026,54.6618,25.3643,2/2/2023 2:56:02 PM,Vilniaus m. BA2
268285,13-L-102147,4000000ECC1FF9,0.24,54.6618,25.3645,Vilniaus m.,Grūdų Sodų 6-oji g.,28,Ecoservice,,2/2/2023 2:22:07 PM,0.022,54.6618,25.3643,2/2/2023 2:54:01 PM,Vilniaus m. BA2
268293,13-L-124710,4000000ECC25F3,0.24,54.6618,25.364,Vilniaus m.,Grūdų Sodų 6-oji g.,30,Ecoservice,,2/2/2023 2:24:31 PM,0.034,54.6618,25.3643,2/2/2023 2:56:02 PM,Vilniaus m. BA2
268299,13-L-124709,4000000ECC2616,0.12,54.6619,25.3635,Vilniaus m.,Grūdų Sodų 6-oji g.,31,Ecoservice,,2/2/2023 2:26:06 PM,0.01,54.6618,25.3635,2/2/2023 2:58:09 PM,Vilniaus m. BA2
268305,13-L-124708,4000000ECCE2FD,0.12,54.6619,25.3633,Vilniaus m.,Grūdų Sodų 6-oji g.,34,Ecoservice,,2/2/2023 2:26:48 PM,0.008,54.6619,25.3632,2/2/2023 2:58:09 PM,Vilniaus m. BA2
268522,13-L-117134,4000000ECC1380,0.24,54.6614,25.3682,Vilniaus m.,Grūdų Sodų 6-oji g.,4,Ecoservice,,2/2/2023 2:35:55 PM,0.02,54.6615,25.3678,2/2/2023 3:08:01 PM,Vilniaus m. BA2
268523,13-L-117135,4000000ECC1388,0.24,54.6614,25.3682,Vilniaus m.,Grūdų Sodų 6-oji g.,4,Ecoservice,,2/2/2023 2:36:26 PM,0.022,54.6615,25.3678,2/2/2023 3:08:01 PM,Vilniaus m. BA2
268311,13-L-127324,4000000ECD0CE9,0.12,54.662,25.3621,Vilniaus m.,Grūdų Sodų 6-oji g.,41,Ecoservice,,2/2/2023 2:27:37 PM,0.002,54.662,25.362,2/2/2023 3:00:01 PM,Vilniaus m. BA2
268312,13-L-127323,4000000ECD0CEE,0.12,54.662,25.3618,Vilniaus m.,Grūdų Sodų 6-oji g.,43,Ecoservice,,2/2/2023 2:28:09 PM,0.008,54.6621,25.3617,2/2/2023 3:00:01 PM,Vilniaus m. BA2
268530,13-L-133802,4000000ECD771A,0.12,54.6615,25.3676,Vilniaus m.,Grūdų Sodų 6-oji g.,7,Ecoservice,,2/2/2023 2:37:36 PM,0.002,54.6615,25.3675,2/2/2023 3:10:01 PM,Vilniaus m. BA2
268531,13-L-102441,4000000ECC2034,0.12,54.6615,25.3676,Vilniaus m.,Grūdų Sodų 6-oji g.,8,Ecoservice,,2/2/2023 2:38:28 PM,0.016,54.6615,25.3675,2/2/2023 3:10:01 PM,Vilniaus m. BA2
268536,13-L-117136,4000000ECC1383,0.24,54.6615,25.3674,Vilniaus m.,Grūdų Sodų 6-oji g.,9,Ecoservice,,2/2/2023 2:38:58 PM,0.012,54.6615,25.3675,2/2/2023 3:10:01 PM,Vilniaus m. BA2
268204,13-L-102143,4000000ECC1FEC,0.24,54.661,25.3667,Vilniaus m.,Grūdų Sodų 8-oji g.,12,Ecoservice,,2/2/2023 2:05:42 PM,0.018,54.661,25.3667,2/2/2023 2:38:01 PM,Vilniaus m. BA2
268213,13-L-127334,4000000ECD0CD9,0.24,54.661,25.366,Vilniaus m.,Grūdų Sodų 8-oji g.,15,Ecoservice,,2/2/2023 2:07:06 PM,0.002,54.661,25.3662,2/2/2023 2:40:01 PM,Vilniaus m. BA2
268212,13-L-143959,4000000EE1A6E0,0.24,54.6611,25.3659,Vilniaus m.,Grūdų Sodų 8-oji g.,18,Ecoservice,,2/2/2023 2:07:47 PM,0.002,54.661,25.3662,2/2/2023 2:40:01 PM,Vilniaus m. BA2
268180,13-L-117140,4000000ECC13B7,0.24,54.661,25.3654,Vilniaus m.,Grūdų Sodų 8-oji g.,20,Ecoservice,,2/2/2023 2:00:02 PM,0.024,54.6611,25.3654,2/2/2023 2:32:01 PM,Vilniaus m. BA2
268270,13-L-112443,4000000ECD075E,0.24,54.6613,25.3653,Vilniaus m.,Grūdų Sodų 8-oji g.,21,Ecoservice,,2/2/2023 2:19:29 PM,0.036,54.6613,25.3654,2/2/2023 2:52:01 PM,Vilniaus m. BA2
268176,13-L-138754,4000000ECEBBA2,0.12,54.6611,25.3653,Vilniaus m.,Grūdų Sodų 8-oji g.,22,Ecoservice,,2/2/2023 1:59:56 PM,0.006,54.6611,25.3654,2/2/2023 2:32:01 PM,Vilniaus m. BA2
268257,13-L-132787,4000000ECE97B9,0.24,54.6612,25.3639,Vilniaus m.,Grūdų Sodų 8-oji g.,23,Ecoservice,,2/2/2023 2:17:46 PM,0.002,54.6611,25.3649,2/2/2023 2:50:01 PM,Vilniaus m. BA2
268262,13-L-109003,4000000ECEA011,0.24,54.6611,25.3651,Vilniaus m.,Grūdų Sodų 8-oji g.,24,Ecoservice,,2/2/2023 2:18:31 PM,0.018,54.6611,25.365,2/2/2023 2:50:01 PM,Vilniaus m. BA2
268256,13-L-136128,4000000ECC77B4,0.24,54.6612,25.3646,Vilniaus m.,Grūdų Sodų 8-oji g.,25,Ecoservice,,2/2/2023 2:17:04 PM,0.026,54.6611,25.3646,2/2/2023 2:50:01 PM,Vilniaus m. BA2
268255,13-L-133215,4000000ECEBC97,0.24,54.6611,25.3645,Vilniaus m.,Grūdų Sodų 8-oji g.,26,Ecoservice,,2/2/2023 2:17:39 PM,0.01,54.6611,25.3649,2/2/2023 2:50:01 PM,Vilniaus m. BA2
268248,13-L-109229,4000000ECCE046,0.24,54.6612,25.3642,Vilniaus m.,Grūdų Sodų 8-oji g.,27,Ecoservice,,2/2/2023 2:15:52 PM,0.032,54.6612,25.3643,2/2/2023 2:48:01 PM,Vilniaus m. BA2
268249,13-L-102144,4000000ECC2019,0.24,54.6612,25.3642,Vilniaus m.,Grūdų Sodų 8-oji g.,28,Ecoservice,,2/2/2023 2:16:35 PM,0.03,54.6611,25.3645,2/2/2023 2:48:01 PM,Vilniaus m. BA2
268245,13-L-127333,4000000ECD0CD4,0.12,54.6612,25.3639,Vilniaus m.,Grūdų Sodų 8-oji g.,29,Ecoservice,,2/2/2023 2:15:17 PM,0.026,54.6612,25.3642,2/2/2023 2:48:01 PM,Vilniaus m. BA2
268185,13-L-127336,4000000ECD0CD6,0.24,54.6608,25.3679,Vilniaus m.,Grūdų Sodų 8-oji g.,3,Ecoservice,,2/2/2023 2:02:04 PM,0.018,54.6609,25.3678,2/2/2023 2:34:01 PM,Vilniaus m. BA2
268239,13-L-133214,4000000ECEBC5C,0.24,54.6613,25.3636,Vilniaus m.,Grūdų Sodų 8-oji g.,31,Ecoservice,,2/2/2023 2:14:25 PM,0.016,54.6612,25.3639,2/2/2023 2:46:01 PM,Vilniaus m. BA2
268238,13-L-127332,4000000ECD0CC9,0.12,54.6613,25.3627,Vilniaus m.,Grūdų Sodų 8-oji g.,36,Ecoservice,,2/2/2023 2:13:27 PM,0.002,54.6613,25.3629,2/2/2023 2:46:01 PM,Vilniaus m. BA2
268237,13-L-112530,4000000ECD06AB,0.12,54.6614,25.3629,Vilniaus m.,Grūdų Sodų 8-oji g.,38,Ecoservice,,2/2/2023 2:12:52 PM,0.012,54.6613,25.3629,2/2/2023 2:44:01 PM,Vilniaus m. BA2
268224,13-L-127331,4000000ECD0CCD,0.12,54.6614,25.3617,Vilniaus m.,Grūdų Sodų 8-oji g.,43,Ecoservice,,2/2/2023 2:10:45 PM,0.018,54.6614,25.362,2/2/2023 2:42:01 PM,Vilniaus m. BA2
268228,13-L-127330,4000000ECD0CDD,0.24,54.6615,25.3616,Vilniaus m.,Grūdų Sodų 8-oji g.,45,Ecoservice,,2/2/2023 2:11:03 PM,0.034,54.6614,25.362,2/2/2023 2:44:01 PM,Vilniaus m. BA2
268230,13-L-141724,4000000EC87804,0.24,54.6614,25.3619,Vilniaus m.,Grūdų Sodų 8-oji g.,46,Ecoservice,,2/2/2023 2:11:38 PM,0.034,54.6614,25.362,2/2/2023 2:44:01 PM,Vilniaus m. BA2
268196,13-L-127335,4000000ECD0CC3,0.12,54.6609,25.3676,Vilniaus m.,Grūdų Sodų 8-oji g.,5,Ecoservice,,2/2/2023 2:03:10 PM,0.02,54.6609,25.3674,2/2/2023 2:36:01 PM,Vilniaus m. BA2
268197,13-L-102145,4000000ECC200C,0.12,54.6609,25.3675,Vilniaus m.,Grūdų Sodų 8-oji g.,7,Ecoservice,,2/2/2023 2:03:40 PM,0.016,54.6609,25.3674,2/2/2023 2:36:01 PM,Vilniaus m. BA2
268199,13-L-112113,4000000ECCE10C,0.24,54.6609,25.3674,Vilniaus m.,Grūdų Sodų 8-oji g.,8,Ecoservice,,2/2/2023 2:04:35 PM,0.012,54.6609,25.3671,2/2/2023 2:36:02 PM,Vilniaus m. BA2
