Isvezimo plano ID;Konteinerio Nr;Konteinerio talpa;Konteinerio_vietove;Konteinerio_gatve;Konteinerio_namas;Konteinerio_butas;Konteinerio RFID;Konteinerio longitude;Konteinerio latitude;Planuojama isvezimo data;Vezejas
11165584;13-L-204812;0.12;Vilniaus m.;Vaidotø g.;5;NULL;E20000170616025616707044;54.599120;25.161890;43552;Ekonovus
11183226;13-L-206697;0.12;Vilniaus m.;Vaidotø g.;5;NULL;E2000017571302070730D082;54.599120;25.162210;43538;Ekonovus
11183227;13-L-206697;0.12;Vilniaus m.;Vaidotø g.;5;NULL;E2000017571302070730D082;54.599120;25.162210;43552;Ekonovus
11163373;13-L-204032;0.24;Vilniaus m.;Kelmijos g.;11;NULL;E20000170616012718705932;54.599200;25.265970;43536;Ekonovus
11163374;13-L-204032;0.24;Vilniaus m.;Kelmijos g.;11;NULL;E20000170616012718705932;54.599200;25.265970;43550;Ekonovus
11173977;13-L-205379;0.24;Vilniaus m.;Kelmijos g.;11;NULL;E2000017060D02460530E3BF;54.599200;25.265970;43536;Ekonovus
11173978;13-L-205379;0.24;Vilniaus m.;Kelmijos g.;11;NULL;E2000017060D02460530E3BF;54.599200;25.265970;43550;Ekonovus
11173711;13-L-205334;1.10;Vilniaus m.;Liepkalnio g.;183;NULL;E2000017060D01120530E2B0;54.599220;25.309290;43530;Ekonovus
11173712;13-L-205334;1.10;Vilniaus m.;Liepkalnio g.;183;NULL;E2000017060D01120530E2B0;54.599220;25.309290;43544;Ekonovus
11137788;13-L-202339;0.24;Vilniaus m.;Kelmijos Sodø 30-oji g.;14;NULL;E20000170616016018006007;54.599260;25.252120;43535;Ekonovus
11137789;13-L-202339;0.24;Vilniaus m.;Kelmijos Sodø 30-oji g.;14;NULL;E20000170616016018006007;54.599260;25.252120;43549;Ekonovus
11137974;13-L-202370;0.24;Vilniaus m.;Kelmijos Sodø 50-oji g.;10;NULL;E20000170616017918206029;54.599290;25.259220;43536;Ekonovus
11137975;13-L-202370;0.24;Vilniaus m.;Kelmijos Sodø 50-oji g.;10;NULL;E20000170616017918206029;54.599290;25.259220;43550;Ekonovus
11176111;13-L-205759;0.12;Vilniaus m.;Kelmijos Sodø 27-oji g.;18;NULL;E2000017060D01580370EEC5;54.599290;25.247950;43535;Ekonovus
11176112;13-L-205759;0.12;Vilniaus m.;Kelmijos Sodø 27-oji g.;18;NULL;E2000017060D01580370EEC5;54.599290;25.247950;43549;Ekonovus
11207836;13-L-209528;0.12;Vilniaus m.;Vaidotø g.;23;NULL;E2000017840100331200A01A;54.599360;25.160360;43538;Ekonovus
11207837;13-L-209528;0.12;Vilniaus m.;Vaidotø g.;23;NULL;E2000017840100331200A01A;54.599360;25.160360;43552;Ekonovus
11154899;13-L-203581;0.12;Vilniaus m.;Kelmijos Sodø 27-oji g.;18;NULL;E2000017061601701770624D;54.599370;25.247970;43535;Ekonovus
11154900;13-L-203581;0.12;Vilniaus m.;Kelmijos Sodø 27-oji g.;18;NULL;E2000017061601701770624D;54.599370;25.247970;43549;Ekonovus
11165589;13-L-204813;0.24;Vilniaus m.;Vaidotø g.;5A;NULL;E20000170616022816806DD6;54.599410;25.161940;43538;Ekonovus
11165590;13-L-204813;0.24;Vilniaus m.;Vaidotø g.;5A;NULL;E20000170616022816806DD6;54.599410;25.161940;43552;Ekonovus
11199702;13-L-208521;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;7;NULL;E200001784010070208040F2;54.599480;25.261610;43536;Ekonovus
11199703;13-L-208521;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;7;NULL;E200001784010070208040F2;54.599480;25.261610;43550;Ekonovus
11154803;13-L-203565;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;47;NULL;E20000170616025917606535;54.599510;25.245890;43535;Ekonovus
11154804;13-L-203565;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;47;NULL;E20000170616025917606535;54.599510;25.245890;43549;Ekonovus
11137728;13-L-202329;0.12;Vilniaus m.;Kelmijos Sodø 27-oji g.;9;NULL;E20000170616006418105D17;54.599520;25.247670;43535;Ekonovus
11137729;13-L-202329;0.12;Vilniaus m.;Kelmijos Sodø 27-oji g.;9;NULL;E20000170616006418105D17;54.599520;25.247670;43549;Ekonovus
11163235;13-L-204008;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;3;NULL;E20000170616003018605A9A;54.599540;25.260820;43536;Ekonovus
11163236;13-L-204008;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;3;NULL;E20000170616003018605A9A;54.599540;25.260820;43550;Ekonovus
11133331;13-L-202001;1.10;Vilniaus m.;J. Tiðkevièiaus g.;187;NULL;E20000170616007418205F54;54.599550;25.140990;43530;Ekonovus
11133332;13-L-202001;1.10;Vilniaus m.;J. Tiðkevièiaus g.;187;NULL;E20000170616007418205F54;54.599550;25.140990;43537;Ekonovus
11133333;13-L-202001;1.10;Vilniaus m.;J. Tiðkevièiaus g.;187;NULL;E20000170616007418205F54;54.599550;25.140990;43544;Ekonovus
11133334;13-L-202001;1.10;Vilniaus m.;J. Tiðkevièiaus g.;187;NULL;E20000170616007418205F54;54.599550;25.140990;43551;Ekonovus
11137968;13-L-202369;0.24;Vilniaus m.;Kelmijos Sodø 50-oji g.;8;NULL;E20000170616008418005F75;54.599560;25.259290;43536;Ekonovus
11137969;13-L-202369;0.24;Vilniaus m.;Kelmijos Sodø 50-oji g.;8;NULL;E20000170616008418005F75;54.599560;25.259290;43550;Ekonovus
11173753;13-L-205340;0.24;Vilniaus m.;Kelmijos Sodø 62-oji g.;33;NULL;E2000017060D01310530E2E5;54.599570;25.264390;43536;Ekonovus
11173754;13-L-205340;0.24;Vilniaus m.;Kelmijos Sodø 62-oji g.;33;NULL;E2000017060D01310530E2E5;54.599570;25.264390;43550;Ekonovus
11173759;13-L-205341;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;27;NULL;E2000017060D00990530E2A5;54.599570;25.264390;43536;Ekonovus
11173760;13-L-205341;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;27;NULL;E2000017060D00990530E2A5;54.599570;25.264390;43550;Ekonovus
11173771;13-L-205343;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;19B;NULL;E2000017060D01470530E305;54.599570;25.264390;43536;Ekonovus
11173772;13-L-205343;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;19B;NULL;E2000017060D01470530E305;54.599570;25.264390;43550;Ekonovus
11172838;13-L-206437;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;10;NULL;E2000017060D02150470E9A3;54.599570;25.246040;43535;Ekonovus
11172839;13-L-206437;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;10;NULL;E2000017060D02150470E9A3;54.599570;25.246040;43549;Ekonovus
11184632;13-L-207031;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;33;NULL;E2000017571302051000B64B;54.599570;25.264390;43536;Ekonovus
11184633;13-L-207031;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;33;NULL;E2000017571302051000B64B;54.599570;25.264390;43550;Ekonovus
11137794;13-L-202340;0.12;Vilniaus m.;Kelmijos Sodø 30-oji g.;25;NULL;E20000170616019018006046;54.599620;25.252520;43535;Ekonovus
11137795;13-L-202340;0.12;Vilniaus m.;Kelmijos Sodø 30-oji g.;25;NULL;E20000170616019018006046;54.599620;25.252520;43549;Ekonovus
11199750;13-L-208529;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;18;NULL;E20000178401023021003E1D;54.599630;25.263090;43536;Ekonovus
11199751;13-L-208529;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;18;NULL;E20000178401023021003E1D;54.599630;25.263090;43550;Ekonovus
11211795;13-L-209979;0.12;Vilniaus m.;Kelmijos g.;16;NULL;E200001784010210126098C0;54.599630;25.266860;43536;Ekonovus
11211796;13-L-209979;0.12;Vilniaus m.;Kelmijos g.;16;NULL;E200001784010210126098C0;54.599630;25.266860;43550;Ekonovus
11154941;13-L-203588;0.24;Vilniaus m.;Kelmijos Sodø 25-oji g.;4A;NULL;E2000017061601951640720E;54.599640;25.249970;43535;Ekonovus
11154942;13-L-203588;0.24;Vilniaus m.;Kelmijos Sodø 25-oji g.;4A;NULL;E2000017061601951640720E;54.599640;25.249970;43549;Ekonovus
11179385;13-L-206283;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;21;NULL;E2000017060D00860450E89F;54.599640;25.262470;43536;Ekonovus
11179386;13-L-206283;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;21;NULL;E2000017060D00860450E89F;54.599640;25.262470;43550;Ekonovus
11179391;13-L-206284;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;19;NULL;E2000017060D01640450E93E;54.599640;25.262470;43536;Ekonovus
11179392;13-L-206284;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;19;NULL;E2000017060D01640450E93E;54.599640;25.262470;43550;Ekonovus
11137806;13-L-202342;0.12;Vilniaus m.;Kelmijos Sodø 30-oji g.;11;NULL;E20000170616016118006000;54.599650;25.251830;43535;Ekonovus
11137807;13-L-202342;0.12;Vilniaus m.;Kelmijos Sodø 30-oji g.;11;NULL;E20000170616016118006000;54.599650;25.251830;43549;Ekonovus
11199720;13-L-208524;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;11;NULL;E20000178401024021003E2E;54.599670;25.262370;43536;Ekonovus
11199721;13-L-208524;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;11;NULL;E20000178401024021003E2E;54.599670;25.262370;43550;Ekonovus
11199726;13-L-208525;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;12;NULL;E20000178401024321003E37;54.599690;25.261960;43536;Ekonovus
11199727;13-L-208525;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;12;NULL;E20000178401024321003E37;54.599690;25.261960;43550;Ekonovus
11163307;13-L-204021;0.24;Vilniaus m.;Kelmijos g.;7;NULL;E20000170616016118705973;54.599710;25.266180;43536;Ekonovus
11163308;13-L-204021;0.24;Vilniaus m.;Kelmijos g.;7;NULL;E20000170616016118705973;54.599710;25.266180;43550;Ekonovus
11163391;13-L-204035;0.24;Vilniaus m.;Kelmijos g.;48;NULL;E2000017061600501870588C;54.599710;25.250760;43536;Ekonovus
11163392;13-L-204035;0.24;Vilniaus m.;Kelmijos g.;48;NULL;E2000017061600501870588C;54.599710;25.250760;43550;Ekonovus
11203408;13-L-209062;0.12;Vilniaus m.;Kelmijos Sodø 43-ioji g.;59;NULL;E20000178401010221803537;54.599720;25.255050;43535;Ekonovus
11203409;13-L-209062;0.12;Vilniaus m.;Kelmijos Sodø 43-ioji g.;59;NULL;E20000178401010221803537;54.599720;25.255050;43549;Ekonovus
11127898;13-L-201474;0.24;Vilniaus m.;Kelmijos g.;58;NULL;E2000017561101090770CBFB;54.599730;25.266550;43536;Ekonovus
11127899;13-L-201474;0.24;Vilniaus m.;Kelmijos g.;58;NULL;E2000017561101090770CBFB;54.599730;25.266550;43550;Ekonovus
11207812;13-L-209524;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;2;NULL;E20000178401024122303077;54.599730;25.260810;43536;Ekonovus
11207813;13-L-209524;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;2;NULL;E20000178401024122303077;54.599730;25.260810;43550;Ekonovus
11154935;13-L-203587;0.12;Vilniaus m.;Kelmijos Sodø 25-oji g.;4;NULL;E200001706160185164071FD;54.599740;25.250090;43535;Ekonovus
11154936;13-L-203587;0.12;Vilniaus m.;Kelmijos Sodø 25-oji g.;4;NULL;E200001706160185164071FD;54.599740;25.250090;43549;Ekonovus
11173971;13-L-205378;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;12;NULL;E2000017060D02350530E3B5;54.599740;25.270840;43536;Ekonovus
11173972;13-L-205378;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;12;NULL;E2000017060D02350530E3B5;54.599740;25.270840;43550;Ekonovus
11212445;13-L-210207;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;47;NULL;E2000017060202761100B08B;54.599740;25.245960;43535;Ekonovus
11212446;13-L-210207;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;47;NULL;E2000017060202761100B08B;54.599740;25.245960;43549;Ekonovus
11163247;13-L-204011;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;6;NULL;E20000170616006118605AE1;54.599760;25.261320;43536;Ekonovus
11163248;13-L-204011;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;6;NULL;E20000170616006118605AE1;54.599760;25.261320;43550;Ekonovus
11182032;13-L-206607;0.24;Vilniaus m.;Daðkûnø g.;91;NULL;E200001757130206239021E0;54.599760;25.309500;43530;Ekonovus
11182033;13-L-206607;0.24;Vilniaus m.;Daðkûnø g.;91;NULL;E200001757130206239021E0;54.599760;25.309500;43544;Ekonovus
11137800;13-L-202341;0.12;Vilniaus m.;Kelmijos Sodø 30-oji g.;13;NULL;E20000170616010218005F96;54.599790;25.251800;43535;Ekonovus
11137801;13-L-202341;0.12;Vilniaus m.;Kelmijos Sodø 30-oji g.;13;NULL;E20000170616010218005F96;54.599790;25.251800;43549;Ekonovus
11173777;13-L-205344;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;22;NULL;E2000017060D01180530E2BF;54.599790;25.263570;43536;Ekonovus
11173778;13-L-205344;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;22;NULL;E2000017060D01180530E2BF;54.599790;25.263570;43550;Ekonovus
11187387;13-L-206731;0.24;Vilniaus m.;Kelmijos g.;33;NULL;E20000175713020318905583;54.599800;25.266490;43536;Ekonovus
11187388;13-L-206731;0.24;Vilniaus m.;Kelmijos g.;33;NULL;E20000175713020318905583;54.599800;25.266490;43550;Ekonovus
11199732;13-L-208526;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;14;NULL;E20000178401026221003E5D;54.599800;25.263570;43536;Ekonovus
11199733;13-L-208526;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;14;NULL;E20000178401026221003E5D;54.599800;25.263570;43550;Ekonovus
11207034;13-L-208938;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;12;NULL;E2000017840101561260985D;54.599800;25.263570;43536;Ekonovus
11207035;13-L-208938;0.12;Vilniaus m.;Kelmijos Sodø 61-oji g.;12;NULL;E2000017840101561260985D;54.599800;25.263570;43550;Ekonovus
11137770;13-L-202336;0.24;Vilniaus m.;Kelmijos Sodø 29-oji g.;28;NULL;E20000170616010518005F90;54.599810;25.254210;43535;Ekonovus
11137771;13-L-202336;0.24;Vilniaus m.;Kelmijos Sodø 29-oji g.;28;NULL;E20000170616010518005F90;54.599810;25.254210;43549;Ekonovus
11163361;13-L-204030;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;13;NULL;E20000170616014118705951;54.599810;25.269760;43536;Ekonovus
11163362;13-L-204030;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;13;NULL;E20000170616014118705951;54.599810;25.269760;43550;Ekonovus
11164342;13-L-204531;0.24;Vilniaus m.;Kelmijos Sodø 78-oji g.;10;NULL;E20000170616003017006C43;54.599810;25.269760;43536;Ekonovus
11164343;13-L-204531;0.24;Vilniaus m.;Kelmijos Sodø 78-oji g.;10;NULL;E20000170616003017006C43;54.599810;25.269760;43550;Ekonovus
11164348;13-L-204532;0.24;Vilniaus m.;Kelmijos Sodø 78-oji g.;8;NULL;E20000170616007417006CA1;54.599810;25.269760;43536;Ekonovus
11164349;13-L-204532;0.24;Vilniaus m.;Kelmijos Sodø 78-oji g.;8;NULL;E20000170616007417006CA1;54.599810;25.269760;43550;Ekonovus
11164354;13-L-204533;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;7;NULL;E20000170616008217006CB1;54.599810;25.269760;43536;Ekonovus
11164355;13-L-204533;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;7;NULL;E20000170616008217006CB1;54.599810;25.269760;43550;Ekonovus
11164360;13-L-204534;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;5;NULL;E20000170616006217006C83;54.599810;25.269760;43536;Ekonovus
11164361;13-L-204534;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;5;NULL;E20000170616006217006C83;54.599810;25.269760;43550;Ekonovus
11164366;13-L-204535;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;4;NULL;E20000170616004117006C59;54.599810;25.269760;43536;Ekonovus
11164367;13-L-204535;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;4;NULL;E20000170616004117006C59;54.599810;25.269760;43550;Ekonovus
11164372;13-L-204536;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;3;NULL;E20000170616011817006CF3;54.599810;25.269760;43536;Ekonovus
11164373;13-L-204536;0.12;Vilniaus m.;Kelmijos Sodø 78-oji g.;3;NULL;E20000170616011817006CF3;54.599810;25.269760;43550;Ekonovus
11213612;13-L-210457;0.24;Vilniaus m.;Katiliðkiø g.;19;NULL;E2000017060202791000B8FF;54.599830;25.288170;43530;Ekonovus
11213613;13-L-210457;0.24;Vilniaus m.;Katiliðkiø g.;19;NULL;E2000017060202791000B8FF;54.599830;25.288170;43544;Ekonovus
11163415;13-L-204039;0.12;Vilniaus m.;Kelmijos g.;39;NULL;E2000017061601861870599C;54.599860;25.268670;43536;Ekonovus
11163416;13-L-204039;0.12;Vilniaus m.;Kelmijos g.;39;NULL;E2000017061601861870599C;54.599860;25.268670;43550;Ekonovus
11163421;13-L-204040;0.24;Vilniaus m.;Kelmijos g.;39;NULL;E2000017061601421870594A;54.599860;25.268670;43536;Ekonovus
11163422;13-L-204040;0.24;Vilniaus m.;Kelmijos g.;39;NULL;E2000017061601421870594A;54.599860;25.268670;43550;Ekonovus
11188825;13-L-207182;0.12;Vilniaus m.;Kelmijos Sodø 44-oji g.;42;NULL;E2000017571302000830C517;54.599860;25.255920;43535;Ekonovus
11188826;13-L-207182;0.12;Vilniaus m.;Kelmijos Sodø 44-oji g.;42;NULL;E2000017571302000830C517;54.599860;25.255920;43549;Ekonovus
11195484;13-L-208095;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;34;NULL;E20000175713015115107C7F;54.599960;25.258650;43536;Ekonovus
11195485;13-L-208095;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;34;NULL;E20000175713015115107C7F;54.599960;25.258650;43550;Ekonovus
11192759;13-L-207774;0.24;Vilniaus m.;Vaidotø g.;29;NULL;E200001757130188233028EA;54.599970;25.159370;43538;Ekonovus
11192760;13-L-207774;0.24;Vilniaus m.;Vaidotø g.;29;NULL;E200001757130188233028EA;54.599970;25.159370;43552;Ekonovus
11179415;13-L-206288;0.12;Vilniaus m.;Kelmijos Sodø 43-ioji g.;51;NULL;E2000017060D00740450E88D;54.600000;25.254690;43535;Ekonovus
11179416;13-L-206288;0.12;Vilniaus m.;Kelmijos Sodø 43-ioji g.;51;NULL;E2000017060D00740450E88D;54.600000;25.254690;43549;Ekonovus
11175597;13-L-205602;0.12;Vilniaus m.;Pumpurø g.;13A;NULL;E2000017060D00560570DF06;54.600020;25.246710;43531;Ekonovus
11175598;13-L-205602;0.12;Vilniaus m.;Pumpurø g.;13A;NULL;E2000017060D00560570DF06;54.600020;25.246710;43545;Ekonovus
11178954;13-L-206226;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;13;NULL;E2000017060D00960430EB91;54.600020;25.246710;43535;Ekonovus
11178955;13-L-206226;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;13;NULL;E2000017060D00960430EB91;54.600020;25.246710;43549;Ekonovus
11179114;13-L-206251;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;27;NULL;E2000017060D02040430EC63;54.600020;25.246710;43531;Ekonovus
11179115;13-L-206251;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;27;NULL;E2000017060D02040430EC63;54.600020;25.246710;43545;Ekonovus
11180400;13-L-206342;0.24;Vilniaus m.;Kelmijos Sodø 24-oji g.;9;NULL;E2000017060D01250450E8F6;54.600020;25.246710;43535;Ekonovus
11180401;13-L-206342;0.24;Vilniaus m.;Kelmijos Sodø 24-oji g.;9;NULL;E2000017060D01250450E8F6;54.600020;25.246710;43549;Ekonovus
11208026;13-L-209561;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;3A;NULL;E2000017840101751200A139;54.600040;25.246610;43535;Ekonovus
11208027;13-L-209561;0.12;Vilniaus m.;Kelmijos Sodø 24-oji g.;3A;NULL;E2000017840101751200A139;54.600040;25.246610;43549;Ekonovus
11208032;13-L-209562;0.24;Vilniaus m.;Kelmijos Sodø 24-oji g.;3;NULL;E20000178401015412109EDB;54.600040;25.246610;43535;Ekonovus
11208033;13-L-209562;0.24;Vilniaus m.;Kelmijos Sodø 24-oji g.;3;NULL;E20000178401015412109EDB;54.600040;25.246610;43549;Ekonovus
11154797;13-L-203564;0.24;Vilniaus m.;Kelmijos Sodø 24-oji g.;24;NULL;E2000017061601721760647E;54.600050;25.246390;43535;Ekonovus
11154798;13-L-203564;0.24;Vilniaus m.;Kelmijos Sodø 24-oji g.;24;NULL;E2000017061601721760647E;54.600050;25.246390;43549;Ekonovus
11163217;13-L-204005;0.12;Vilniaus m.;Kelmijos Sodø 60-oji g.;21;NULL;E20000170616015518705964;54.600050;25.263670;43536;Ekonovus
11163218;13-L-204005;0.12;Vilniaus m.;Kelmijos Sodø 60-oji g.;21;NULL;E20000170616015518705964;54.600050;25.263670;43550;Ekonovus
11207088;13-L-208947;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;4;NULL;E20000178401019521203DD3;54.600060;25.258880;43536;Ekonovus
11207089;13-L-208947;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;4;NULL;E20000178401019521203DD3;54.600060;25.258880;43550;Ekonovus
11207094;13-L-208948;0.24;Vilniaus m.;Kelmijos Sodø 50-oji g.;36;NULL;E20000178401024421203E2C;54.600060;25.258880;43536;Ekonovus
11207095;13-L-208948;0.24;Vilniaus m.;Kelmijos Sodø 50-oji g.;36;NULL;E20000178401024421203E2C;54.600060;25.258880;43550;Ekonovus
11207100;13-L-208949;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;38;NULL;E20000178401024121203E32;54.600060;25.258880;43536;Ekonovus
11207101;13-L-208949;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;38;NULL;E20000178401024121203E32;54.600060;25.258880;43550;Ekonovus
11187640;13-L-206759;0.12;Vilniaus m.;Kelmijos g.;31;NULL;E2000017571302030380EAC5;54.600090;25.266720;43535;Ekonovus
11187641;13-L-206759;0.12;Vilniaus m.;Kelmijos g.;31;NULL;E2000017571302030380EAC5;54.600090;25.266720;43549;Ekonovus
11207040;13-L-208939;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;30;NULL;E20000178401015312609857;54.600090;25.264240;43536;Ekonovus
11207041;13-L-208939;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;30;NULL;E20000178401015312609857;54.600090;25.264240;43550;Ekonovus
11207657;13-L-209501;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;4;NULL;E20000178401021522303046;54.600090;25.264240;43536;Ekonovus
11207658;13-L-209501;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;4;NULL;E20000178401021522303046;54.600090;25.264240;43550;Ekonovus
11199618;13-L-208507;0.12;Vilniaus m.;Kelmijos Sodø 60-oji g.;19;NULL;E2000017840100272080409C;54.600110;25.263590;43536;Ekonovus
11199619;13-L-208507;0.12;Vilniaus m.;Kelmijos Sodø 60-oji g.;19;NULL;E2000017840100272080409C;54.600110;25.263590;43550;Ekonovus
11137776;13-L-202337;0.24;Vilniaus m.;Kelmijos Sodø 29-oji g.;26;NULL;E2000017061601911800603F;54.600120;25.254030;43535;Ekonovus
11137777;13-L-202337;0.24;Vilniaus m.;Kelmijos Sodø 29-oji g.;26;NULL;E2000017061601911800603F;54.600120;25.254030;43549;Ekonovus
11163427;13-L-204041;0.12;Vilniaus m.;Kelmijos g.;49;NULL;E20000170616002616806C45;54.600120;25.254940;43536;Ekonovus
11163428;13-L-204041;0.12;Vilniaus m.;Kelmijos g.;49;NULL;E20000170616002616806C45;54.600120;25.254940;43550;Ekonovus
11176261;13-L-205786;0.12;Vilniaus m.;Kelmijos Sodø 43-ioji g.;49;NULL;E2000017060D01800350F171;54.600120;25.254940;43535;Ekonovus
11176262;13-L-205786;0.12;Vilniaus m.;Kelmijos Sodø 43-ioji g.;49;NULL;E2000017060D01800350F171;54.600120;25.254940;43549;Ekonovus
11203414;13-L-209063;0.12;Vilniaus m.;Kelmijos Sodø 43-ioji g.;28;NULL;E20000178401007721703701;54.600120;25.255090;43535;Ekonovus
11203415;13-L-209063;0.12;Vilniaus m.;Kelmijos Sodø 43-ioji g.;28;NULL;E20000178401007721703701;54.600120;25.255090;43549;Ekonovus
11154929;13-L-203586;0.12;Vilniaus m.;Kelmijos Sodø 26-oji g.;15;NULL;E20000170616019616407216;54.600160;25.247530;43535;Ekonovus
11154930;13-L-203586;0.12;Vilniaus m.;Kelmijos Sodø 26-oji g.;15;NULL;E20000170616019616407216;54.600160;25.247530;43549;Ekonovus
11187400;13-L-206733;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;3;NULL;E200001757130203183059E7;54.600180;25.260020;43536;Ekonovus
11187401;13-L-206733;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;3;NULL;E200001757130203183059E7;54.600180;25.260020;43550;Ekonovus
11173909;13-L-205367;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;28;NULL;E2000017060D02330530E3A8;54.600200;25.259330;43536;Ekonovus
11173910;13-L-205367;0.12;Vilniaus m.;Kelmijos Sodø 50-oji g.;28;NULL;E2000017060D02330530E3A8;54.600200;25.259330;43550;Ekonovus
11174967;13-L-205506;0.12;Vilniaus m.;Avinëliø g.;26;NULL;E2000017060D01860400EDA5;54.600210;25.278070;43535;Ekonovus
11174968;13-L-205506;0.12;Vilniaus m.;Avinëliø g.;26;NULL;E2000017060D01860400EDA5;54.600210;25.278070;43549;Ekonovus
11199588;13-L-208501;0.12;Vilniaus m.;Kelmijos Sodø 60-oji g.;7;NULL;E20000178401003220903E9A;54.600210;25.262070;43536;Ekonovus
11199589;13-L-208501;0.12;Vilniaus m.;Kelmijos Sodø 60-oji g.;7;NULL;E20000178401003220903E9A;54.600210;25.262070;43550;Ekonovus
11199690;13-L-208519;0.12;Vilniaus m.;Kelmijos Sodø 60-oji g.;3;NULL;E200001784010073208040FB;54.600210;25.262070;43536;Ekonovus
11199691;13-L-208519;0.12;Vilniaus m.;Kelmijos Sodø 60-oji g.;3;NULL;E200001784010073208040FB;54.600210;25.262070;43550;Ekonovus
11207046;13-L-208940;0.24;Vilniaus m.;Kelmijos Sodø 60-oji g.;9;NULL;E2000017840101501260984E;54.600210;25.262070;43536;Ekonovus
11207047;13-L-208940;0.24;Vilniaus m.;Kelmijos Sodø 60-oji g.;9;NULL;E2000017840101501260984E;54.600210;25.262070;43550;Ekonovus
11203438;13-L-209067;0.24;Vilniaus m.;Kelmijos Sodø 30-oji g.;31;NULL;E20000178401002721203C83;54.600210;25.252360;43535;Ekonovus
11203439;13-L-209067;0.24;Vilniaus m.;Kelmijos Sodø 30-oji g.;31;NULL;E20000178401002721203C83;54.600210;25.252360;43549;Ekonovus
11211813;13-L-209984;0.24;Vilniaus m.;Kelmijos Sodø 30-oji g.;31;NULL;E200001784010204126098BD;54.600210;25.252360;43535;Ekonovus
