Isvezimo plano ID;Konteinerio Nr;Konteinerio talpa;Konteinerio_vietove;Konteinerio_gatve;Konteinerio_namas;Konteinerio_butas;Konteinerio RFID;Konteinerio longitude;Konteinerio latitude;Planuojama isvezimo data;Vezejas
11213007;13-L-210306;0.24;Vilniaus m.;Abromiðkiø g.;3;NULL;E20000170602027716906BEF;54.648052;25.085493;43530;Ekonovus
11213008;13-L-210306;0.24;Vilniaus m.;Abromiðkiø g.;3;NULL;E20000170602027716906BEF;54.648052;25.085493;43544;Ekonovus
11213015;13-L-210307;0.12;Vilniaus m.;Abromiðkiø g.;7;NULL;E2000017060202771020B8FA;54.648052;25.085493;43530;Ekonovus
11213016;13-L-210307;0.12;Vilniaus m.;Abromiðkiø g.;7;NULL;E2000017060202771020B8FA;54.648052;25.085493;43544;Ekonovus
11212764;13-L-210239;0.12;Vilniaus m.;Liepø al.;26;NULL;E2000017060202781020B902;54.631052;25.089235;43537;Ekonovus
11212765;13-L-210239;0.12;Vilniaus m.;Liepø al.;26;NULL;E2000017060202781020B902;54.631052;25.089235;43551;Ekonovus
11213044;13-L-210321;0.77;Vilniaus m.;Liepø al.;12A;NULL;E20000170602027316707069;54.630483;25.097546;43537;Ekonovus
11213045;13-L-210321;0.77;Vilniaus m.;Liepø al.;12A;NULL;E20000170602027316707069;54.630483;25.097546;43551;Ekonovus
11213023;13-L-210308;0.12;Vilniaus m.;Mûrinës Vokës g.;10;NULL;E20000170602027419604F86;54.648732;25.115457;43530;Ekonovus
11213024;13-L-210308;0.12;Vilniaus m.;Mûrinës Vokës g.;10;NULL;E20000170602027419604F86;54.648732;25.115457;43544;Ekonovus
11213893;13-L-210478;1.10;Vilniaus m.;Pirkliø g.;5;NULL;E200001706020273221034A5;54.654662;25.145655;43530;Ekonovus
11213894;13-L-210478;1.10;Vilniaus m.;Pirkliø g.;5;NULL;E200001706020273221034A5;54.654662;25.145655;43537;Ekonovus
11213895;13-L-210478;1.10;Vilniaus m.;Pirkliø g.;5;NULL;E200001706020273221034A5;54.654662;25.145655;43544;Ekonovus
11213896;13-L-210478;1.10;Vilniaus m.;Pirkliø g.;5;NULL;E200001706020273221034A5;54.654662;25.145655;43551;Ekonovus
11182776;13-L-206655;0.12;Vilniaus m.;Joèioniø g.;13;NULL;E20000175713020718105E4A;54.666820;25.157948;43532;Ekonovus
11182777;13-L-206655;0.12;Vilniaus m.;Joèioniø g.;13;NULL;E20000175713020718105E4A;54.666820;25.157948;43546;Ekonovus
11212757;13-L-210237;0.12;Vilniaus m.;Joèioniø g.;37;NULL;E20000170602027819005831;54.667327;25.164073;43532;Ekonovus
11212758;13-L-210237;0.12;Vilniaus m.;Joèioniø g.;37;NULL;E20000170602027819005831;54.667327;25.164073;43546;Ekonovus
11212873;13-L-210256;0.77;Vilniaus m.;Jankiðkiø g.;19;NULL;E2000017060202771030B6F2;54.651662;25.197374;43531;Ekonovus
11212874;13-L-210256;0.77;Vilniaus m.;Jankiðkiø g.;19;NULL;E2000017060202771030B6F2;54.651662;25.197374;43538;Ekonovus
11212875;13-L-210256;0.77;Vilniaus m.;Jankiðkiø g.;19;NULL;E2000017060202771030B6F2;54.651662;25.197374;43545;Ekonovus
11212876;13-L-210256;0.77;Vilniaus m.;Jankiðkiø g.;19;NULL;E2000017060202771030B6F2;54.651662;25.197374;43552;Ekonovus
11213037;13-L-210313;0.12;Vilniaus m.;Ûmëdþiø g.;77;NULL;E20000170602027419804F82;54.640144;25.209995;43532;Ekonovus
11213038;13-L-210313;0.12;Vilniaus m.;Ûmëdþiø g.;77;NULL;E20000170602027419804F82;54.640144;25.209995;43546;Ekonovus
11212198;13-L-210068;0.12;Vilniaus m.;Ûmëdþiø g.;113;NULL;E20000170602028817006E44;54.637595;25.212370;43532;Ekonovus
11212199;13-L-210068;0.12;Vilniaus m.;Ûmëdþiø g.;113;NULL;E20000170602028817006E44;54.637595;25.212370;43546;Ekonovus
11212893;13-L-210259;0.24;Vilniaus m.;Ðumsko g.;111;NULL;E2000017060202750960BD18;54.628341;25.215108;43529;Ekonovus
11212894;13-L-210259;0.24;Vilniaus m.;Ðumsko g.;111;NULL;E2000017060202750960BD18;54.628341;25.215108;43543;Ekonovus
11212853;13-L-210253;0.12;Vilniaus m.;Ðumsko g.;107;NULL;E2000017060202781000B906;54.628503;25.215543;43529;Ekonovus
11212854;13-L-210253;0.12;Vilniaus m.;Ðumsko g.;107;NULL;E2000017060202781000B906;54.628503;25.215543;43543;Ekonovus
11212886;13-L-210258;0.24;Vilniaus m.;Ðumsko g.;240;NULL;E20000170602027716806E2F;54.627351;25.217783;43529;Ekonovus
11212887;13-L-210258;0.24;Vilniaus m.;Ðumsko g.;240;NULL;E20000170602027716806E2F;54.627351;25.217783;43543;Ekonovus
11212050;13-L-210016;1.10;Vilniaus m.;Raèiø g.;1;NULL;E200001706020287147086DC;54.653112;25.224633;43531;Ekonovus
11212051;13-L-210016;1.10;Vilniaus m.;Raèiø g.;1;NULL;E200001706020287147086DC;54.653112;25.224633;43538;Ekonovus
11212052;13-L-210016;1.10;Vilniaus m.;Raèiø g.;1;NULL;E200001706020287147086DC;54.653112;25.224633;43545;Ekonovus
11212053;13-L-210016;1.10;Vilniaus m.;Raèiø g.;1;NULL;E200001706020287147086DC;54.653112;25.224633;43552;Ekonovus
11213031;13-L-210309;0.12;Vilniaus m.;Raèiø g.;6A;NULL;E20000170602028119604F8E;54.655222;25.228589;43538;Ekonovus
11213032;13-L-210309;0.12;Vilniaus m.;Raèiø g.;6A;NULL;E20000170602028119604F8E;54.655222;25.228589;43552;Ekonovus
11212913;13-L-210261;0.24;Vilniaus m.;Uþusienio g.;71;NULL;E20000170602027717906322;54.632984;25.232070;43529;Ekonovus
11212914;13-L-210261;0.24;Vilniaus m.;Uþusienio g.;71;NULL;E20000170602027717906322;54.632984;25.232070;43543;Ekonovus
11212192;13-L-210062;0.24;Vilniaus m.;Salininkø g.;190;NULL;E20000170602028618405C9E;54.610265;25.238617;43535;Ekonovus
11212193;13-L-210062;0.24;Vilniaus m.;Salininkø g.;190;NULL;E20000170602028618405C9E;54.610265;25.238617;43549;Ekonovus
11212280;13-L-210078;0.24;Vilniaus m.;Kelmijos Sodø 1-oji g.;21;NULL;E20000175713027819005208;54.604551;25.238737;43535;Ekonovus
11212281;13-L-210078;0.24;Vilniaus m.;Kelmijos Sodø 1-oji g.;21;NULL;E20000175713027819005208;54.604551;25.238737;43549;Ekonovus
11127934;13-L-201480;0.14;Vilniaus m.;Kelmijos Sodø 36-oji g.;62;NULL;E2000017561102290810C924;54.597081;25.245217;43535;Ekonovus
11127935;13-L-201480;0.14;Vilniaus m.;Kelmijos Sodø 36-oji g.;62;NULL;E2000017561102290810C924;54.597081;25.245217;43549;Ekonovus
11212063;13-L-210022;0.24;Vilniaus m.;Kelmijos Sodø 39-oji g.;17;NULL;E20000170602028815108269;54.593553;25.246510;43535;Ekonovus
11212064;13-L-210022;0.24;Vilniaus m.;Kelmijos Sodø 39-oji g.;17;NULL;E20000170602028815108269;54.593553;25.246510;43549;Ekonovus
11212186;13-L-210061;0.24;Vilniaus m.;Kelmijos Sodø 42-oji g.;6;NULL;E200001706020289174069CC;54.592027;25.247267;43535;Ekonovus
11212187;13-L-210061;0.24;Vilniaus m.;Kelmijos Sodø 42-oji g.;6;NULL;E200001706020289174069CC;54.592027;25.247267;43549;Ekonovus
11212211;13-L-210070;0.24;Vilniaus m.;Kelmijos Sodø 38-oji g.;14;NULL;E20000175713028916207080;54.594305;25.247282;43535;Ekonovus
11212212;13-L-210070;0.24;Vilniaus m.;Kelmijos Sodø 38-oji g.;14;NULL;E20000175713028916207080;54.594305;25.247282;43549;Ekonovus
11213001;13-L-210305;0.12;Vilniaus m.;Kelmijos Sodø 26-oji g.;7;NULL;E20000170602027514208D8A;54.600240;25.247452;43535;Ekonovus
11213002;13-L-210305;0.12;Vilniaus m.;Kelmijos Sodø 26-oji g.;7;NULL;E20000170602027514208D8A;54.600240;25.247452;43549;Ekonovus
11212069;13-L-210023;0.24;Vilniaus m.;Kelmijos Sodø 41-oji g.;42;NULL;E200001706020288131098CC;54.591057;25.247873;43535;Ekonovus
11212070;13-L-210023;0.24;Vilniaus m.;Kelmijos Sodø 41-oji g.;42;NULL;E200001706020288131098CC;54.591057;25.247873;43549;Ekonovus
11212989;13-L-210304;0.12;Vilniaus m.;Kelmijos Sodø 21-oji g.;29;NULL;E2000017060202751160A800;54.602558;25.248997;43535;Ekonovus
11212990;13-L-210304;0.12;Vilniaus m.;Kelmijos Sodø 21-oji g.;29;NULL;E2000017060202751160A800;54.602558;25.248997;43549;Ekonovus
11213907;13-L-210483;0.24;Vilniaus m.;Kelmijos Sodø 28-oji g.;2;NULL;E2000017060202801150AA3A;54.601968;25.252295;43535;Ekonovus
11213908;13-L-210483;0.24;Vilniaus m.;Kelmijos Sodø 28-oji g.;2;NULL;E2000017060202801150AA3A;54.601968;25.252295;43549;Ekonovus
11212977;13-L-210280;0.24;Vilniaus m.;Kelmijos Sodø 29-oji g.;17;NULL;E20000170602027715807BA2;54.600315;25.253784;43535;Ekonovus
11212978;13-L-210280;0.24;Vilniaus m.;Kelmijos Sodø 29-oji g.;17;NULL;E20000170602027715807BA2;54.600315;25.253784;43549;Ekonovus
11212995;13-L-210303;0.24;Vilniaus m.;Salininkø g.;156;NULL;E2000017060202741770631D;54.605318;25.254051;43535;Ekonovus
11212996;13-L-210303;0.24;Vilniaus m.;Salininkø g.;156;NULL;E2000017060202741770631D;54.605318;25.254051;43549;Ekonovus
11213926;13-L-210490;0.24;Vilniaus m.;Salininkø g.;142;NULL;E20000170602028020604704;54.605198;25.254597;43535;Ekonovus
11213927;13-L-210490;0.24;Vilniaus m.;Salininkø g.;142;NULL;E20000170602028020604704;54.605198;25.254597;43549;Ekonovus
11212205;13-L-210069;0.24;Vilniaus m.;Kelmijos Sodø 43-ioji g.;43;NULL;E20000175713028814808204;54.601078;25.255020;43535;Ekonovus
11212206;13-L-210069;0.24;Vilniaus m.;Kelmijos Sodø 43-ioji g.;43;NULL;E20000175713028814808204;54.601078;25.255020;43549;Ekonovus
11212920;13-L-210263;1.10;Vilniaus m.;Kelmijos Sodø 44-oji g.;19;NULL;E200001706020276207044F2;54.598197;25.256829;43535;Ekonovus
11212921;13-L-210263;1.10;Vilniaus m.;Kelmijos Sodø 44-oji g.;19;NULL;E200001706020276207044F2;54.598197;25.256829;43549;Ekonovus
11212926;13-L-210264;1.10;Vilniaus m.;Kelmijos Sodø 44-oji g.;19;NULL;E2000017060202771130AA38;54.598197;25.256829;43535;Ekonovus
11212927;13-L-210264;1.10;Vilniaus m.;Kelmijos Sodø 44-oji g.;19;NULL;E2000017060202771130AA38;54.598197;25.256829;43549;Ekonovus
11213932;13-L-210491;1.10;Vilniaus m.;Pupinës g.;8;NULL;E200001706020281161074FD;54.607692;25.257155;43532;Ekonovus
11213933;13-L-210491;1.10;Vilniaus m.;Pupinës g.;8;NULL;E200001706020281161074FD;54.607692;25.257155;43539;Ekonovus
11213934;13-L-210491;1.10;Vilniaus m.;Pupinës g.;8;NULL;E200001706020281161074FD;54.607692;25.257155;43546;Ekonovus
11213935;13-L-210491;1.10;Vilniaus m.;Pupinës g.;8;NULL;E200001706020281161074FD;54.607692;25.257155;43553;Ekonovus
11212938;13-L-210269;0.24;Vilniaus m.;Pupinës g.;11;NULL;E20000170602027613708FD6;54.608828;25.257554;43542;Ekonovus
11212939;13-L-210269;0.24;Vilniaus m.;Pupinës g.;11;NULL;E20000170602027613708FD6;54.608828;25.257554;43556;Ekonovus
11212860;13-L-210254;0.24;Vilniaus m.;Meistrø g.;9;NULL;E2000017060202771210A185;54.631032;25.261169;43532;Ekonovus
11212861;13-L-210254;0.24;Vilniaus m.;Meistrø g.;9;NULL;E2000017060202771210A185;54.631032;25.261169;43539;Ekonovus
11212862;13-L-210254;0.24;Vilniaus m.;Meistrø g.;9;NULL;E2000017060202771210A185;54.631032;25.261169;43546;Ekonovus
11212863;13-L-210254;0.24;Vilniaus m.;Meistrø g.;9;NULL;E2000017060202771210A185;54.631032;25.261169;43553;Ekonovus
11212983;13-L-210302;0.24;Vilniaus m.;Kelmijos Sodø 61-oji g.;9;NULL;E2000017060202741050B2B5;54.599683;25.261968;43536;Ekonovus
11212984;13-L-210302;0.24;Vilniaus m.;Kelmijos Sodø 61-oji g.;9;NULL;E2000017060202741050B2B5;54.599683;25.261968;43550;Ekonovus
11212932;13-L-210267;0.24;Vilniaus m.;Sakalaièiø Sodø 8-oji g.;8;NULL;E20000170602027721303CB5;54.613738;25.263174;43542;Ekonovus
11212933;13-L-210267;0.24;Vilniaus m.;Sakalaièiø Sodø 8-oji g.;8;NULL;E20000170602027721303CB5;54.613738;25.263174;43556;Ekonovus
11187349;13-L-206722;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;12;NULL;E20000175713020313508E68;54.600088;25.264243;43536;Ekonovus
11187350;13-L-206722;0.12;Vilniaus m.;Kelmijos Sodø 62-oji g.;12;NULL;E20000175713020313508E68;54.600088;25.264243;43550;Ekonovus
11212115;13-L-210042;1.10;Vilniaus m.;Metalo g.;1;NULL;E2000017060202871460891C;54.644663;25.265493;43532;Ekonovus
11212116;13-L-210042;1.10;Vilniaus m.;Metalo g.;1;NULL;E2000017060202871460891C;54.644663;25.265493;43539;Ekonovus
11212117;13-L-210042;1.10;Vilniaus m.;Metalo g.;1;NULL;E2000017060202871460891C;54.644663;25.265493;43546;Ekonovus
11212118;13-L-210042;1.10;Vilniaus m.;Metalo g.;1;NULL;E2000017060202871460891C;54.644663;25.265493;43553;Ekonovus
11212128;13-L-210044;1.10;Vilniaus m.;Metalo g.;1;NULL;E20000175713028915307D8C;54.644622;25.265660;43532;Ekonovus
11212129;13-L-210044;1.10;Vilniaus m.;Metalo g.;1;NULL;E20000175713028915307D8C;54.644622;25.265660;43539;Ekonovus
11212130;13-L-210044;1.10;Vilniaus m.;Metalo g.;1;NULL;E20000175713028915307D8C;54.644622;25.265660;43546;Ekonovus
11212131;13-L-210044;1.10;Vilniaus m.;Metalo g.;1;NULL;E20000175713028915307D8C;54.644622;25.265660;43553;Ekonovus
11212141;13-L-210045;1.10;Vilniaus m.;Metalo g.;1;NULL;E20000170602029014408935;54.644602;25.265715;43532;Ekonovus
11212142;13-L-210045;1.10;Vilniaus m.;Metalo g.;1;NULL;E20000170602029014408935;54.644602;25.265715;43539;Ekonovus
11212143;13-L-210045;1.10;Vilniaus m.;Metalo g.;1;NULL;E20000170602029014408935;54.644602;25.265715;43546;Ekonovus
11212144;13-L-210045;1.10;Vilniaus m.;Metalo g.;1;NULL;E20000170602029014408935;54.644602;25.265715;43553;Ekonovus
11212102;13-L-210041;1.10;Vilniaus m.;Metalo g.;1;NULL;E200001757130288147081F7;54.644585;25.265795;43532;Ekonovus
11212103;13-L-210041;1.10;Vilniaus m.;Metalo g.;1;NULL;E200001757130288147081F7;54.644585;25.265795;43539;Ekonovus
11212104;13-L-210041;1.10;Vilniaus m.;Metalo g.;1;NULL;E200001757130288147081F7;54.644585;25.265795;43546;Ekonovus
11212105;13-L-210041;1.10;Vilniaus m.;Metalo g.;1;NULL;E200001757130288147081F7;54.644585;25.265795;43553;Ekonovus
11212964;13-L-210277;1.10;Vilniaus m.;Metalo g.;4;NULL;E200001706020276209040D5;54.641413;25.267384;43529;Ekonovus
11212965;13-L-210277;1.10;Vilniaus m.;Metalo g.;4;NULL;E200001706020276209040D5;54.641413;25.267384;43536;Ekonovus
11212966;13-L-210277;1.10;Vilniaus m.;Metalo g.;4;NULL;E200001706020276209040D5;54.641413;25.267384;43543;Ekonovus
11212967;13-L-210277;1.10;Vilniaus m.;Metalo g.;4;NULL;E200001706020276209040D5;54.641413;25.267384;43550;Ekonovus
11199449;13-L-208483;0.12;Vilniaus m.;Sakalaièiø Sodø 4-oji g.;50;NULL;E20000178401010320903F22;54.615017;25.268390;43542;Ekonovus
11199450;13-L-208483;0.12;Vilniaus m.;Sakalaièiø Sodø 4-oji g.;50;NULL;E20000178401010320903F22;54.615017;25.268390;43556;Ekonovus
11213913;13-L-210484;1.10;Vilniaus m.;Metalo g.;2;NULL;E20000170616017018006018;54.644270;25.268440;43529;Ekonovus
11213914;13-L-210484;1.10;Vilniaus m.;Metalo g.;2;NULL;E20000170616017018006018;54.644270;25.268440;43536;Ekonovus
11213915;13-L-210484;1.10;Vilniaus m.;Metalo g.;2;NULL;E20000170616017018006018;54.644270;25.268440;43543;Ekonovus
11213916;13-L-210484;1.10;Vilniaus m.;Metalo g.;2;NULL;E20000170616017018006018;54.644270;25.268440;43550;Ekonovus
11191091;13-L-207576;0.12;Vilniaus m.;Kelmijos Sodø 84-oji g.;12;NULL;E200001757130187222031D5;54.603482;25.268563;43536;Ekonovus
11191092;13-L-207576;0.12;Vilniaus m.;Kelmijos Sodø 84-oji g.;12;NULL;E200001757130187222031D5;54.603482;25.268563;43550;Ekonovus
11213945;13-L-210493;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;8;NULL;E2000017060202821170A5E7;54.640155;25.270025;43529;Ekonovus
11213946;13-L-210493;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;8;NULL;E2000017060202821170A5E7;54.640155;25.270025;43536;Ekonovus
11213947;13-L-210493;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;8;NULL;E2000017060202821170A5E7;54.640155;25.270025;43543;Ekonovus
11213948;13-L-210493;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;8;NULL;E2000017060202821170A5E7;54.640155;25.270025;43550;Ekonovus
11211934;13-L-210004;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E20000170602028813609228;54.640352;25.270808;43529;Ekonovus
11211935;13-L-210004;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E20000170602028813609228;54.640352;25.270808;43536;Ekonovus
11211936;13-L-210004;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E20000170602028813609228;54.640352;25.270808;43543;Ekonovus
11211937;13-L-210004;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E20000170602028813609228;54.640352;25.270808;43550;Ekonovus
11211960;13-L-210006;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E2000017060202881520802D;54.640407;25.271117;43529;Ekonovus
11211961;13-L-210006;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E2000017060202881520802D;54.640407;25.271117;43536;Ekonovus
11211962;13-L-210006;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E2000017060202881520802D;54.640407;25.271117;43543;Ekonovus
11211963;13-L-210006;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E2000017060202881520802D;54.640407;25.271117;43550;Ekonovus
11211986;13-L-210008;1.10;Vilniaus m.;Geologø g.;5D;NULL;E20000170602028718305ECB;54.639365;25.272007;43529;Ekonovus
11211987;13-L-210008;1.10;Vilniaus m.;Geologø g.;5D;NULL;E20000170602028718305ECB;54.639365;25.272007;43536;Ekonovus
11211988;13-L-210008;1.10;Vilniaus m.;Geologø g.;5D;NULL;E20000170602028718305ECB;54.639365;25.272007;43543;Ekonovus
11211989;13-L-210008;1.10;Vilniaus m.;Geologø g.;5D;NULL;E20000170602028718305ECB;54.639365;25.272007;43550;Ekonovus
11211921;13-L-210003;1.10;Vilniaus m.;Dariaus ir Girëno g.;93;NULL;E20000170602028813009B03;54.639280;25.272020;43529;Ekonovus
11211922;13-L-210003;1.10;Vilniaus m.;Dariaus ir Girëno g.;93;NULL;E20000170602028813009B03;54.639280;25.272020;43536;Ekonovus
11211923;13-L-210003;1.10;Vilniaus m.;Dariaus ir Girëno g.;93;NULL;E20000170602028813009B03;54.639280;25.272020;43543;Ekonovus
11211924;13-L-210003;1.10;Vilniaus m.;Dariaus ir Girëno g.;93;NULL;E20000170602028813009B03;54.639280;25.272020;43550;Ekonovus
11211908;13-L-210002;1.10;Vilniaus m.;Geologø g.;5D;NULL;E200001706020287182060FB;54.638295;25.272093;43529;Ekonovus
11211909;13-L-210002;1.10;Vilniaus m.;Geologø g.;5D;NULL;E200001706020287182060FB;54.638295;25.272093;43536;Ekonovus
11211910;13-L-210002;1.10;Vilniaus m.;Geologø g.;5D;NULL;E200001706020287182060FB;54.638295;25.272093;43543;Ekonovus
11211911;13-L-210002;1.10;Vilniaus m.;Geologø g.;5D;NULL;E200001706020287182060FB;54.638295;25.272093;43550;Ekonovus
11211973;13-L-210007;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E200001706020288164072C8;54.640432;25.272127;43529;Ekonovus
11211974;13-L-210007;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E200001706020288164072C8;54.640432;25.272127;43536;Ekonovus
11211975;13-L-210007;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E200001706020288164072C8;54.640432;25.272127;43543;Ekonovus
11211976;13-L-210007;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E200001706020288164072C8;54.640432;25.272127;43550;Ekonovus
11211947;13-L-210005;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E2000017060202871340969B;54.640382;25.272173;43529;Ekonovus
11211948;13-L-210005;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E2000017060202871340969B;54.640382;25.272173;43536;Ekonovus
11211949;13-L-210005;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E2000017060202871340969B;54.640382;25.272173;43543;Ekonovus
11211950;13-L-210005;1.10;Vilniaus m.;Jurgio Dobkevièiaus g.;7;NULL;E2000017060202871340969B;54.640382;25.272173;43550;Ekonovus
11212900;13-L-210260;0.77;Vilniaus m.;Dariaus ir Girëno g.;149;NULL;E20000170602027719005829;54.629586;25.272274;43529;Ekonovus
11212901;13-L-210260;0.77;Vilniaus m.;Dariaus ir Girëno g.;149;NULL;E20000170602027719005829;54.629586;25.272274;43536;Ekonovus
11212902;13-L-210260;0.77;Vilniaus m.;Dariaus ir Girëno g.;149;NULL;E20000170602027719005829;54.629586;25.272274;43543;Ekonovus
11212903;13-L-210260;0.77;Vilniaus m.;Dariaus ir Girëno g.;149;NULL;E20000170602027719005829;54.629586;25.272274;43550;Ekonovus
11213880;13-L-210477;1.10;Vilniaus m.;Dariaus ir Girëno g.;81;NULL;E20000170602027416906BF5;54.642335;25.272397;43529;Ekonovus
11213881;13-L-210477;1.10;Vilniaus m.;Dariaus ir Girëno g.;81;NULL;E20000170602027416906BF5;54.642335;25.272397;43536;Ekonovus
11213882;13-L-210477;1.10;Vilniaus m.;Dariaus ir Girëno g.;81;NULL;E20000170602027416906BF5;54.642335;25.272397;43543;Ekonovus
11213883;13-L-210477;1.10;Vilniaus m.;Dariaus ir Girëno g.;81;NULL;E20000170602027416906BF5;54.642335;25.272397;43550;Ekonovus
11211895;13-L-210001;1.10;Vilniaus m.;Dariaus ir Girëno g.;103A;NULL;E20000170602028715607BB7;54.638360;25.273338;43529;Ekonovus
11211896;13-L-210001;1.10;Vilniaus m.;Dariaus ir Girëno g.;103A;NULL;E20000170602028715607BB7;54.638360;25.273338;43536;Ekonovus
11211897;13-L-210001;1.10;Vilniaus m.;Dariaus ir Girëno g.;103A;NULL;E20000170602028715607BB7;54.638360;25.273338;43543;Ekonovus
11211898;13-L-210001;1.10;Vilniaus m.;Dariaus ir Girëno g.;103A;NULL;E20000170602028715607BB7;54.638360;25.273338;43550;Ekonovus
11213854;13-L-210475;1.10;Vilniaus m.;Dariaus ir Girëno g.;42;NULL;E20000170602027720004B47;54.649010;25.273632;43529;Ekonovus
11213855;13-L-210475;1.10;Vilniaus m.;Dariaus ir Girëno g.;42;NULL;E20000170602027720004B47;54.649010;25.273632;43536;Ekonovus
11213856;13-L-210475;1.10;Vilniaus m.;Dariaus ir Girëno g.;42;NULL;E20000170602027720004B47;54.649010;25.273632;43543;Ekonovus
11213857;13-L-210475;1.10;Vilniaus m.;Dariaus ir Girëno g.;42;NULL;E20000170602027720004B47;54.649010;25.273632;43550;Ekonovus
11207922;13-L-209546;0.12;Vilniaus m.;Salininkø Sodø 16-oji g.;3;NULL;E2000017840102221200A191;54.612290;25.274597;43532;Ekonovus
11207923;13-L-209546;0.12;Vilniaus m.;Salininkø Sodø 16-oji g.;3;NULL;E2000017840102221200A191;54.612290;25.274597;43546;Ekonovus
11213867;13-L-210476;1.10;Vilniaus m.;Dariaus ir Girëno g.;50;NULL;E20000170602027613809212;54.645935;25.274613;43529;Ekonovus
11213868;13-L-210476;1.10;Vilniaus m.;Dariaus ir Girëno g.;50;NULL;E20000170602027613809212;54.645935;25.274613;43536;Ekonovus
11213869;13-L-210476;1.10;Vilniaus m.;Dariaus ir Girëno g.;50;NULL;E20000170602027613809212;54.645935;25.274613;43543;Ekonovus
11213870;13-L-210476;1.10;Vilniaus m.;Dariaus ir Girëno g.;50;NULL;E20000170602027613809212;54.645935;25.274613;43550;Ekonovus
11212944;13-L-210273;0.77;Vilniaus m.;Þirniø g.;58;NULL;E2000017060202821330945D;54.654270;25.275841;43529;Ekonovus
11212945;13-L-210273;0.77;Vilniaus m.;Þirniø g.;58;NULL;E2000017060202821330945D;54.654270;25.275841;43536;Ekonovus
11212946;13-L-210273;0.77;Vilniaus m.;Þirniø g.;58;NULL;E2000017060202821330945D;54.654270;25.275841;43543;Ekonovus
11212947;13-L-210273;0.77;Vilniaus m.;Þirniø g.;58;NULL;E2000017060202821330945D;54.654270;25.275841;43550;Ekonovus
11213777;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43529;Ekonovus
11213778;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43530;Ekonovus
11213779;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43531;Ekonovus
11213780;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43532;Ekonovus
11213781;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43533;Ekonovus
11213782;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43535;Ekonovus
11213783;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43536;Ekonovus
11213784;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43537;Ekonovus
11213785;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43538;Ekonovus
11213786;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43539;Ekonovus
11213787;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43540;Ekonovus
11213788;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43542;Ekonovus
11213789;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43543;Ekonovus
11213790;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43544;Ekonovus
11213791;13-L-210474;1.10;Vilniaus m.;Vikingø g.;3;NULL;E20000170602027517506781;54.654138;25.277468;43545;Ekonovus
